Property ID,Address,Postal_Code,Property_Type,Sale Type,Sale Date,Price,Total Sales,City,Floor_Count,Heating_Type,Link,Living_Area,Roof_Type,Rooms,URL,Wall_Material,Weighted_Area
virumvej-28-0-5-2830-virum-01730873__28_st___5,"Virumvej 28, st. 5.",2830,Ejerlejlighed,Tvangsauktion,26-10-2011,10459700.0,1,Virum,1,Centralvarme med én fyringsenhed,/adresse/virumvej-28-0-5-2830-virum-01730873__28_st___5,106.0,Tegl,4.0,https://www.boligsiden.dk/adresse/virumvej-28-0-5-2830-virum-01730873__28_st___5,Mursten,Ikke oplyst
virumvej-28-0-4-2830-virum-01730873__28_st___4,"Virumvej 28, st. 4.",2830,Ejerlejlighed,Tvangsauktion,26-10-2011,10459700.0,1,Virum,1,Centralvarme med én fyringsenhed,/adresse/virumvej-28-0-4-2830-virum-01730873__28_st___4,144.0,Tegl,4.0,https://www.boligsiden.dk/adresse/virumvej-28-0-4-2830-virum-01730873__28_st___4,Mursten,Ikke oplyst
virumvej-28-0-1-2830-virum-01730873__28_st___1,"Virumvej 28, st. 1.",2830,Ejerlejlighed,Tvangsauktion,26-10-2011,10459700.0,1,Virum,1,Centralvarme med én fyringsenhed,/adresse/virumvej-28-0-1-2830-virum-01730873__28_st___1,132.0,Tegl,4.0,https://www.boligsiden.dk/adresse/virumvej-28-0-1-2830-virum-01730873__28_st___1,Mursten,Ikke oplyst
roedovre-parkvej-315-2-2610-roedovre-01750702_315__2____,"Rødovre Parkvej 315, 2.",2610,Ejerlejlighed,Tvangsauktion,24-10-2011,440000.0,3,Rødovre,1,Fjernvarme/blokvarme,/adresse/roedovre-parkvej-315-2-2610-roedovre-01750702_315__2____,50.0,Tagpap med stor hældning,1.0,https://www.boligsiden.dk/adresse/roedovre-parkvej-315-2-2610-roedovre-01750702_315__2____,Mursten,Ikke oplyst
hedekaeret-51-2-1-2640-hedehusene-01692652__51__2___1,"Hedekæret 51, 2. 1.",2640,Ejerlejlighed,Tvangsauktion,11-10-2011,275000.0,3,Hedehusene,1,Fjernvarme/blokvarme,/adresse/hedekaeret-51-2-1-2640-hedehusene-01692652__51__2___1,49.0,Fibercement herunder asbest,1.0,https://www.boligsiden.dk/adresse/hedekaeret-51-2-1-2640-hedehusene-01692652__51__2___1,Mursten,Ikke oplyst
vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,"Vejlegårdsparken 66, 2. th.",2665,Ejerlejlighed,Tvangsauktion,10-10-2011,1150000.0,3,Vallensbæk Strand,1,Fjernvarme/blokvarme,/adresse/vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,87.0,Tagpap med lille hældning,3.0,https://www.boligsiden.dk/adresse/vejlegaardsparken-66-2-th-2665-vallensbaek-strand-01879267__66__2__th,Betonelementer,Ikke oplyst
brandholms-alle-22h-1-2-2610-roedovre-01750085_22h__1___2,"Brandholms Alle 22H, 1. 2.",2610,Ejerlejlighed,Tvangsauktion,03-10-2011,425000.0,2,Rødovre,1,Fjernvarme/blokvarme,/adresse/brandholms-alle-22h-1-2-2610-roedovre-01750085_22h__1___2,53.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/brandholms-alle-22h-1-2-2610-roedovre-01750085_22h__1___2,Mursten,Ikke oplyst
vigerslev-alle-362-2650-hvidovre-01679379_362_______,Vigerslev Alle 362,2650,Villa,Tvangsauktion,21-09-2011,810000.0,2,Hvidovre,1.0,Varmepumpe,/adresse/vigerslev-alle-362-2650-hvidovre-01679379_362_______,161.0,Tegl,6.0,https://www.boligsiden.dk/adresse/vigerslev-alle-362-2650-hvidovre-01679379_362_______,Mursten,198.85
vejlebrovej-76-3-1-2635-ishoej-01830850__76__3___1,"Vejlebrovej 76, 3. 1.",2635,Ejerlejlighed,Tvangsauktion,20-09-2011,2310000.0,1,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejlebrovej-76-3-1-2635-ishoej-01830850__76__3___1,75.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/vejlebrovej-76-3-1-2635-ishoej-01830850__76__3___1,Betonelementer,Ikke oplyst
vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,"Vejlegårdsparken 2, st. 8.",2665,Ejerlejlighed,Tvangsauktion,20-09-2011,890000.0,3,Vallensbæk Strand,1,Fjernvarme/blokvarme,/adresse/vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,88.0,Tagpap med lille hældning,3.0,https://www.boligsiden.dk/adresse/vejlegaardsparken-2-0-8-2665-vallensbaek-strand-01879267___2_st___8,Betonelementer,Ikke oplyst
hoejagerparken-7-0-2750-ballerup-01510158___7_st____,"Højagerparken 7, st.",2750,Ejerlejlighed,Tvangsauktion,12-09-2011,390000.0,3,Ballerup,1,Fjernvarme/blokvarme,/adresse/hoejagerparken-7-0-2750-ballerup-01510158___7_st____,46.0,Tagpap med lille hældning,1.0,https://www.boligsiden.dk/adresse/hoejagerparken-7-0-2750-ballerup-01510158___7_st____,Mursten,Ikke oplyst
nellikevaenget-13-2625-vallensbaek-01875525__13_______,Nellikevænget 13,2625,Villa,Tvangsauktion,30-08-2011,2620000.0,3,Vallensbæk,1.0,Fjernvarme/blokvarme,/adresse/nellikevaenget-13-2625-vallensbaek-01875525__13_______,126.0,Tegl,4.0,https://www.boligsiden.dk/adresse/nellikevaenget-13-2625-vallensbaek-01875525__13_______,Mursten,129.15
c-l-ibsens-vej-10-2-2820-gentofte-01570123__10__2____,"C L Ibsens Vej 10, 2.",2820,Villalejlighed,Tvangsauktion,24-08-2011,4700000.0,3,Gentofte,1,Centralvarme med én fyringsenhed,/adresse/c-l-ibsens-vej-10-2-2820-gentofte-01570123__10__2____,85.0,Fibercement herunder asbest,3.0,https://www.boligsiden.dk/adresse/c-l-ibsens-vej-10-2-2820-gentofte-01570123__10__2____,Mursten,Ikke oplyst
c-l-ibsens-vej-10-1-2820-gentofte-01570123__10__1____,"C L Ibsens Vej 10, 1.",2820,Villalejlighed,Tvangsauktion,24-08-2011,4700000.0,3,Gentofte,1,Centralvarme med én fyringsenhed,/adresse/c-l-ibsens-vej-10-1-2820-gentofte-01570123__10__1____,113.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/c-l-ibsens-vej-10-1-2820-gentofte-01570123__10__1____,Mursten,Ikke oplyst
c-l-ibsens-vej-10-0-2820-gentofte-01570123__10_st____,"C L Ibsens Vej 10, st.",2820,Villalejlighed,Tvangsauktion,24-08-2011,4700000.0,3,Gentofte,1,Centralvarme med én fyringsenhed,/adresse/c-l-ibsens-vej-10-0-2820-gentofte-01570123__10_st____,118.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/c-l-ibsens-vej-10-0-2820-gentofte-01570123__10_st____,Mursten,Ikke oplyst
jyllingevej-255-2610-roedovre-01750415_255_______,Jyllingevej 255,2610,Villa,Tvangsauktion,11-08-2011,1000000.0,3,Rødovre,1.0,Centralvarme med én fyringsenhed,/adresse/jyllingevej-255-2610-roedovre-01750415_255_______,100.0,Fibercement herunder asbest,5.0,https://www.boligsiden.dk/adresse/jyllingevej-255-2610-roedovre-01750415_255_______,Mursten,106.15
landlyst-vaenge-50-2635-ishoej-01830385__50_______,Landlyst Vænge 50,2635,Rækkehus,Tvangsauktion,09-08-2011,800000.0,3,Ishøj,2.0,Elvarme,/adresse/landlyst-vaenge-50-2635-ishoej-01830385__50_______,112.0,Tagpap med lille hældning,4.0,https://www.boligsiden.dk/adresse/landlyst-vaenge-50-2635-ishoej-01830385__50_______,Fibercement herunder asbest,115.8
damgaardsvej-19-2620-albertslund-01650065__19_______,Damgårdsvej 19,2620,Villa,Tvangsauktion,08-08-2011,800000.0,3,Albertslund,1.0,Fjernvarme/blokvarme,/adresse/damgaardsvej-19-2620-albertslund-01650065__19_______,196.0,Tagpap med stor hældning,7.0,https://www.boligsiden.dk/adresse/damgaardsvej-19-2620-albertslund-01650065__19_______,Træ,253.3
digterparken-110-2750-ballerup-01510080_110_______,Digterparken 110,2750,Villa,Tvangsauktion,08-08-2011,2650000.0,2,Ballerup,1.0,Varmepumpe,/adresse/digterparken-110-2750-ballerup-01510080_110_______,174.0,Tagpap med lille hældning,6.0,https://www.boligsiden.dk/adresse/digterparken-110-2750-ballerup-01510080_110_______,Mursten,253.6
aagesholmsvej-2-2640-hedehusene-01699726___2_______,Ågesholmsvej 2,2640,Villa,Tvangsauktion,08-08-2011,2500000.0,3,,,,,,,,,,
haspegaardsvej-59b-2880-bagsvaerd-01590286_59b_______,Haspegårdsvej 59B,2880,Villa,Tvangsauktion,25-07-2011,2050000.0,2,Bagsværd,1.0,Varmepumpe,/adresse/haspegaardsvej-59b-2880-bagsvaerd-01590286_59b_______,84.0,Tagpap med lille hældning,3.0,https://www.boligsiden.dk/adresse/haspegaardsvej-59b-2880-bagsvaerd-01590286_59b_______,Letbetonsten,121.1
leen-d-4-3-4-2630-taastrup-01694320___4__3___4,"Leen D 4, 3. 4.",2630,Ejerlejlighed,Tvangsauktion,21-07-2011,376000.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/leen-d-4-3-4-2630-taastrup-01694320___4__3___4,35.0,Tagpap med lille hældning,1.0,https://www.boligsiden.dk/adresse/leen-d-4-3-4-2630-taastrup-01694320___4__3___4,Betonelementer,Ikke oplyst
saven-a-2-2-4-2630-taastrup-01696690___2__2___4,"Saven A 2, 2. 4.",2630,Ejerlejlighed,Tvangsauktion,14-07-2011,485000.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/saven-a-2-2-4-2630-taastrup-01696690___2__2___4,57.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/saven-a-2-2-4-2630-taastrup-01696690___2__2___4,Betonelementer,Ikke oplyst
vejlebrovej-14c-2635-ishoej-01830850_14c_______,Vejlebrovej 14C,2635,Rækkehus,Tvangsauktion,05-07-2011,1650000.0,2,Ishøj,2.0,Elvarme,/adresse/vejlebrovej-14c-2635-ishoej-01830850_14c_______,138.0,Fibercement herunder asbest,5.0,https://www.boligsiden.dk/adresse/vejlebrovej-14c-2635-ishoej-01830850_14c_______,Betonelementer,141.35
brandhoejgaardsvej-98-2640-hedehusene-01690680__98_______,Brandhøjgårdsvej 98,2640,Villa,Tvangsauktion,05-07-2011,1000000.0,2,Hedehusene,1.0,Varmepumpe,/adresse/brandhoejgaardsvej-98-2640-hedehusene-01690680__98_______,164.0,Fibercement uden asbest,5.0,https://www.boligsiden.dk/adresse/brandhoejgaardsvej-98-2640-hedehusene-01690680__98_______,Mursten,178.75
vejledalen-80-1-th-2635-ishoej-01830854__80__1__th,"Vejledalen 80, 1. th.",2635,Ejerlejlighed,Tvangsauktion,04-07-2011,720000.0,3,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejledalen-80-1-th-2635-ishoej-01830854__80__1__th,101.0,Tagpap med lille hældning,3.0,https://www.boligsiden.dk/adresse/vejledalen-80-1-th-2635-ishoej-01830854__80__1__th,Betonelementer,Ikke oplyst
saven-b-1-2-4-2630-taastrup-01696692___1__2___4,"Saven B 1, 2. 4.",2630,Ejerlejlighed,Tvangsauktion,28-06-2011,505000.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/saven-b-1-2-4-2630-taastrup-01696692___1__2___4,57.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/saven-b-1-2-4-2630-taastrup-01696692___1__2___4,Betonelementer,Ikke oplyst
nordre-ringvej-90-2600-glostrup-01610358__90_______,Nordre Ringvej 90,2600,Villa,Tvangsauktion,28-06-2011,1700000.0,3,Glostrup,1.0,Centralvarme med én fyringsenhed,/adresse/nordre-ringvej-90-2600-glostrup-01610358__90_______,158.0,Tegl,5.0,https://www.boligsiden.dk/adresse/nordre-ringvej-90-2600-glostrup-01610358__90_______,Mursten,192.3
plovheldvej-9-2650-hvidovre-01676481___9_______,Plovheldvej 9,2650,Villa,Tvangsauktion,21-06-2011,2100000.0,3,Hvidovre,1.0,Fjernvarme/blokvarme,/adresse/plovheldvej-9-2650-hvidovre-01676481___9_______,105.0,Tagpap med stor hældning,4.0,https://www.boligsiden.dk/adresse/plovheldvej-9-2650-hvidovre-01676481___9_______,Mursten,146.9
vejlebrovej-106-3-th-2635-ishoej-01830850_106__3__th,"Vejlebrovej 106, 3. th.",2635,Ejerlejlighed,Tvangsauktion,15-06-2011,850000.0,3,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejlebrovej-106-3-th-2635-ishoej-01830850_106__3__th,85.0,Tagpap med lille hældning,3.0,https://www.boligsiden.dk/adresse/vejlebrovej-106-3-th-2635-ishoej-01830850_106__3__th,Betonelementer,Ikke oplyst
topperne-12-1-12-2620-albertslund-01650532__12__1__12,"Topperne 12, 1. 12.",2620,Ejerlejlighed,Tvangsauktion,14-06-2011,575000.0,3,Albertslund,1,Fjernvarme/blokvarme,/adresse/topperne-12-1-12-2620-albertslund-01650532__12__1__12,49.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/topperne-12-1-12-2620-albertslund-01650532__12__1__12,Betonelementer,Ikke oplyst
vejlegaardsparken-40-0-2-2665-vallensbaek-strand-01879267__40_st___2,"Vejlegårdsparken 40, st. 2.",2665,Ejerlejlighed,Tvangsauktion,14-06-2011,320000.0,3,Vallensbæk Strand,1,Fjernvarme/blokvarme,/adresse/vejlegaardsparken-40-0-2-2665-vallensbaek-strand-01879267__40_st___2,47.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/vejlegaardsparken-40-0-2-2665-vallensbaek-strand-01879267__40_st___2,Betonelementer,Ikke oplyst
brostykkevej-121-0-5-2650-hvidovre-01671194_121_st___5,"Brostykkevej 121, st. 5.",2650,Ejerlejlighed,Tvangsauktion,07-06-2011,335000.0,1,Hvidovre,1,Fjernvarme/blokvarme,/adresse/brostykkevej-121-0-5-2650-hvidovre-01671194_121_st___5,48.0,Tagpap med stor hældning,1.0,https://www.boligsiden.dk/adresse/brostykkevej-121-0-5-2650-hvidovre-01671194_121_st___5,Mursten,Ikke oplyst
roedovre-parkvej-179-0-mf-2610-roedovre-01750702_179_st__mf,"Rødovre Parkvej 179, st. mf.",2610,Ejerlejlighed,Tvangsauktion,07-06-2011,230000.0,3,Rødovre,1,Fjernvarme/blokvarme,/adresse/roedovre-parkvej-179-0-mf-2610-roedovre-01750702_179_st__mf,32.0,Tagpap med stor hældning,1.0,https://www.boligsiden.dk/adresse/roedovre-parkvej-179-0-mf-2610-roedovre-01750702_179_st__mf,Mursten,Ikke oplyst
rebaek-soepark-11-3-mf-2650-hvidovre-01676690__11__3__mf,"Rebæk Søpark 11, 3. mf.",2650,Ejerlejlighed,Tvangsauktion,07-06-2011,425000.0,2,Hvidovre,1,Fjernvarme/blokvarme,/adresse/rebaek-soepark-11-3-mf-2650-hvidovre-01676690__11__3__mf,70.0,Tagpap med stor hældning,2.0,https://www.boligsiden.dk/adresse/rebaek-soepark-11-3-mf-2650-hvidovre-01676690__11__3__mf,Mursten,Ikke oplyst
stadionvej-43-0-13-2600-glostrup-01610462__43_st__13,"Stadionvej 43, st. 13.",2600,Ejerlejlighed,Tvangsauktion,07-06-2011,1660000.0,2,Glostrup,1,Fjernvarme/blokvarme,/adresse/stadionvej-43-0-13-2600-glostrup-01610462__43_st__13,101.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/stadionvej-43-0-13-2600-glostrup-01610462__43_st__13,Mursten,Ikke oplyst
snekketoften-1-2830-virum-01730742___1_______,Snekketoften 1,2830,Villa,Tvangsauktion,25-05-2011,4450000.0,2,Virum,1.0,Centralvarme med én fyringsenhed,/adresse/snekketoften-1-2830-virum-01730742___1_______,159.0,Tagpap med lille hældning,6.0,https://www.boligsiden.dk/adresse/snekketoften-1-2830-virum-01730742___1_______,Letbetonsten,193.15
broendbyvestervej-68a-0-2-2605-broendby-01530071_68a_st___2,"Brøndbyvestervej 68A, st. 2.",2605,Ejerlejlighed,Tvangsauktion,25-05-2011,550000.0,3,Brøndby,1,Fjernvarme/blokvarme,/adresse/broendbyvestervej-68a-0-2-2605-broendby-01530071_68a_st___2,46.0,Metal,1.0,https://www.boligsiden.dk/adresse/broendbyvestervej-68a-0-2-2605-broendby-01530071_68a_st___2,Mursten,Ikke oplyst
lyngen-27-2800-kongens-lyngby-01590528__27_______,Lyngen 27,2800,Villa,Tvangsauktion,24-05-2011,1332000.0,1,Kongens Lyngby,1.0,Centralvarme med én fyringsenhed,/adresse/lyngen-27-2800-kongens-lyngby-01590528__27_______,183.0,Tegl,5.0,https://www.boligsiden.dk/adresse/lyngen-27-2800-kongens-lyngby-01590528__27_______,Mursten,183
christoffers-alle-40-2800-kongens-lyngby-01590111__40_______,Christoffers Alle 40,2800,Villa,Tvangsauktion,24-05-2011,1408000.0,3,Kongens Lyngby,1.0,Centralvarme med én fyringsenhed,/adresse/christoffers-alle-40-2800-kongens-lyngby-01590111__40_______,206.0,Tegl,7.0,https://www.boligsiden.dk/adresse/christoffers-alle-40-2800-kongens-lyngby-01590111__40_______,Mursten,226.25
stroebyholm-9-2650-hvidovre-01678204___9_______,Strøbyholm 9,2650,Villa,Tvangsauktion,23-05-2011,1800000.0,3,Hvidovre,1.0,Centralvarme med én fyringsenhed,/adresse/stroebyholm-9-2650-hvidovre-01678204___9_______,122.0,Fibercement herunder asbest,5.0,https://www.boligsiden.dk/adresse/stroebyholm-9-2650-hvidovre-01678204___9_______,Mursten,124.7
kildebakkegaards-alle-113c-2860-soeborg-01590404113c_______,Kildebakkegårds Alle 113C,2860,Rækkehus,Tvangsauktion,18-05-2011,1999384.0,3,Søborg,2.0,Fjernvarme/blokvarme,/adresse/kildebakkegaards-alle-113c-2860-soeborg-01590404113c_______,88.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/kildebakkegaards-alle-113c-2860-soeborg-01590404113c_______,Mursten,Ikke oplyst
bygaden-73a-2630-taastrup-01690920_73a_______,Bygaden 73A,2630,Rækkehus,Tvangsauktion,18-05-2011,1810000.0,3,Taastrup,1.0,Fjernvarme/blokvarme,/adresse/bygaden-73a-2630-taastrup-01690920_73a_______,160.0,Stråtag,5.0,https://www.boligsiden.dk/adresse/bygaden-73a-2630-taastrup-01690920_73a_______,Bindingsværk,228
brunevang-92-2-31-2610-roedovre-01750108__92__2__31,"Brunevang 92, 2. 31.",2610,Ejerlejlighed,Tvangsauktion,18-05-2011,320000.0,2,Rødovre,1,Fjernvarme/blokvarme,/adresse/brunevang-92-2-31-2610-roedovre-01750108__92__2__31,45.0,Tagpap med lille hældning,1.0,https://www.boligsiden.dk/adresse/brunevang-92-2-31-2610-roedovre-01750108__92__2__31,Betonelementer,Ikke oplyst
bygaden-73b-2630-taastrup-01690920_73b_______,Bygaden 73B,2630,Rækkehus,Tvangsauktion,18-05-2011,1810000.0,3,,,,,,,,,,
pilevangen-29-2660-broendby-strand-01530496__29_______,Pilevangen 29,2660,Rækkehus,Tvangsauktion,27-04-2011,465000.0,2,Brøndby Strand,1.0,Centralvarme med én fyringsenhed,/adresse/pilevangen-29-2660-broendby-strand-01530496__29_______,113.0,Tegl,6.0,https://www.boligsiden.dk/adresse/pilevangen-29-2660-broendby-strand-01530496__29_______,Mursten,131.7
roskildevej-280-0-tv-2610-roedovre-01750690_280_st__tv,"Roskildevej 280, st. tv.",2610,Ejerlejlighed,Tvangsauktion,11-04-2011,590000.0,3,Rødovre,1,Centralvarme med én fyringsenhed,/adresse/roskildevej-280-0-tv-2610-roedovre-01750690_280_st__tv,88.0,Fibercement herunder asbest,3.0,https://www.boligsiden.dk/adresse/roskildevej-280-0-tv-2610-roedovre-01750690_280_st__tv,Mursten,Ikke oplyst
broendbyoestervej-92-2605-broendby-01530091__92_______,Brøndbyøstervej 92,2605,Villa,Tvangsauktion,06-04-2011,1400000.0,1,Brøndby,1.0,Fjernvarme/blokvarme,/adresse/broendbyoestervej-92-2605-broendby-01530091__92_______,75.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/broendbyoestervej-92-2605-broendby-01530091__92_______,Mursten,84
roedovre-parkvej-333-1-2610-roedovre-01750702_333__1____,"Rødovre Parkvej 333, 1.",2610,Ejerlejlighed,Tvangsauktion,04-04-2011,400000.0,3,Rødovre,1,Fjernvarme/blokvarme,/adresse/roedovre-parkvej-333-1-2610-roedovre-01750702_333__1____,50.0,Tagpap med stor hældning,1.0,https://www.boligsiden.dk/adresse/roedovre-parkvej-333-1-2610-roedovre-01750702_333__1____,Mursten,Ikke oplyst
virumvej-86-2830-virum-01730873__86_______,Virumvej 86,2830,Villa,Tvangsauktion,30-03-2011,1600000.0,3,,,,,,,,,,
vojensvej-49-2610-roedovre-01679409__49_______,Vojensvej 49,2610,Villa,Tvangsauktion,29-03-2011,1600000.0,1,Rødovre,1.0,Centralvarme med én fyringsenhed,/adresse/vojensvej-49-2610-roedovre-01679409__49_______,129.0,Tagpap med stor hældning,5.0,https://www.boligsiden.dk/adresse/vojensvej-49-2610-roedovre-01679409__49_______,Mursten,184.2
herstedoestergade-46-2620-albertslund-01650205__46_______,Herstedøstergade 46,2620,Villa,Tvangsauktion,29-03-2011,3750000.0,3,,,,,,,,,,
naesborgvej-42-2-tv-2650-hvidovre-01676123__42__2__tv,"Næsborgvej 42, 2. tv.",2650,Ejerlejlighed,Tvangsauktion,28-03-2011,560000.0,3,Hvidovre,1,Fjernvarme/blokvarme,/adresse/naesborgvej-42-2-tv-2650-hvidovre-01676123__42__2__tv,66.0,Fibercement uden asbest,3.0,https://www.boligsiden.dk/adresse/naesborgvej-42-2-tv-2650-hvidovre-01676123__42__2__tv,Mursten,Ikke oplyst
valbyvej-22-2-th-2630-taastrup-01699095__22__2__th,"Valbyvej 22, 2. th.",2630,Ejerlejlighed,Tvangsauktion,23-03-2011,220000.0,3,Taastrup,2.0,Fjernvarme/blokvarme,/adresse/valbyvej-22-2-th-2630-taastrup-01699095__22__2__th,37.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/valbyvej-22-2-th-2630-taastrup-01699095__22__2__th,Mursten,Ikke oplyst
klovtofteparken-20-2630-taastrup-01693871__20_______,Klovtofteparken 20,2630,Rækkehus,Tvangsauktion,09-03-2011,1520000.0,3,Taastrup,1.0,Fjernvarme/blokvarme,/adresse/klovtofteparken-20-2630-taastrup-01693871__20_______,119.0,Betontagsten,5.0,https://www.boligsiden.dk/adresse/klovtofteparken-20-2630-taastrup-01693871__20_______,Mursten,140.6
maagevej-7b-2650-hvidovre-01675615__7b_______,Mågevej 7B,2650,Villa,Tvangsauktion,07-03-2011,1800000.0,2,Hvidovre,1.0,Centralvarme med én fyringsenhed,/adresse/maagevej-7b-2650-hvidovre-01675615__7b_______,117.0,Betontagsten,6.0,https://www.boligsiden.dk/adresse/maagevej-7b-2650-hvidovre-01675615__7b_______,Mursten,117.15
juni-alle-89-2860-soeborg-01590380__89_______,Juni Alle 89,2860,Villa,Tvangsauktion,03-03-2011,1930000.0,3,Søborg,1.0,Centralvarme med én fyringsenhed,/adresse/juni-alle-89-2860-soeborg-01590380__89_______,108.0,Fibercement uden asbest,4.0,https://www.boligsiden.dk/adresse/juni-alle-89-2860-soeborg-01590380__89_______,Letbetonsten,150.4
ericavej-163-0-102-2820-gentofte-01570203_163_st_102,"Ericavej 163, st. 102.",2820,Ejerlejlighed,Tvangsauktion,28-02-2011,660000.0,2,Gentofte,1,Centralvarme med én fyringsenhed,/adresse/ericavej-163-0-102-2820-gentofte-01570203_163_st_102,65.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/ericavej-163-0-102-2820-gentofte-01570203_163_st_102,Mursten,Ikke oplyst
rebaek-soepark-3-11-1112-2650-hvidovre-01676690___3_111112,"Rebæk Søpark 3, 11. 1112.",1112,Ejerlejlighed,Tvangsauktion,22-02-2011,270000.0,3,Hvidovre,1,Fjernvarme/blokvarme,/adresse/rebaek-soepark-3-11-1112-2650-hvidovre-01676690___3_111112,44.0,Tagpap med stor hældning,1.0,https://www.boligsiden.dk/adresse/rebaek-soepark-3-11-1112-2650-hvidovre-01676690___3_111112,Letbetonsten,Ikke oplyst
bernstorffsvej-100-0-tv-2900-hellerup-01570054_100_st__tv,"Bernstorffsvej 100, st. tv.",2900,Ejerlejlighed,Tvangsauktion,21-02-2011,2250000.0,3,Hellerup,1,Fjernvarme/blokvarme,/adresse/bernstorffsvej-100-0-tv-2900-hellerup-01570054_100_st__tv,99.0,Tegl,4.0,https://www.boligsiden.dk/adresse/bernstorffsvej-100-0-tv-2900-hellerup-01570054_100_st__tv,Mursten,Ikke oplyst
stengaards-alle-31e-2800-kongens-lyngby-01730776_31e_______,Stengårds Alle 31E,2800,Villa,Tvangsauktion,16-02-2011,2620000.0,1,Kongens Lyngby,1.0,Centralvarme med én fyringsenhed,/adresse/stengaards-alle-31e-2800-kongens-lyngby-01730776_31e_______,140.0,Tegl,4.0,https://www.boligsiden.dk/adresse/stengaards-alle-31e-2800-kongens-lyngby-01730776_31e_______,Mursten,139.25
aldershvilevej-80b-2880-bagsvaerd-01590009_80b_______,Aldershvilevej 80B,2880,Villa,Tvangsauktion,17-01-2011,3525000.0,3,Bagsværd,1.0,Centralvarme med én fyringsenhed,/adresse/aldershvilevej-80b-2880-bagsvaerd-01590009_80b_______,324.0,Tegl,12.0,https://www.boligsiden.dk/adresse/aldershvilevej-80b-2880-bagsvaerd-01590009_80b_______,Mursten,325.5
buddingevej-260-1-i-2860-soeborg-01590088_260__1___i,"Buddingevej 260, 1. i.",2860,Ejerlejlighed,Tvangsauktion,10-01-2011,450000.0,3,Søborg,1,Fjernvarme/blokvarme,/adresse/buddingevej-260-1-i-2860-soeborg-01590088_260__1___i,36.0,Fibercement herunder asbest,1.0,https://www.boligsiden.dk/adresse/buddingevej-260-1-i-2860-soeborg-01590088_260__1___i,Mursten,Ikke oplyst
buddingevej-260-1-o-2860-soeborg-01590088_260__1___o,"Buddingevej 260, 1. o.",2860,Ejerlejlighed,Tvangsauktion,05-01-2011,440000.0,3,Søborg,1,Fjernvarme/blokvarme,/adresse/buddingevej-260-1-o-2860-soeborg-01590088_260__1___o,38.0,Fibercement herunder asbest,1.0,https://www.boligsiden.dk/adresse/buddingevej-260-1-o-2860-soeborg-01590088_260__1___o,Mursten,Ikke oplyst
linde-alle-7-2600-glostrup-01610308___7_______,Linde Alle 7,2600,Villa,Tvangsauktion,22-12-2010,2250000.0,2,Glostrup,1.0,Varmepumpe,/adresse/linde-alle-7-2600-glostrup-01610308___7_______,144.0,Betontagsten,4.0,https://www.boligsiden.dk/adresse/linde-alle-7-2600-glostrup-01610308___7_______,Mursten,145.45
vejlebrovej-102-1-tv-2635-ishoej-01830850_102__1__tv,"Vejlebrovej 102, 1. tv.",2635,Ejerlejlighed,Tvangsauktion,20-12-2010,600000.0,2,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejlebrovej-102-1-tv-2635-ishoej-01830850_102__1__tv,69.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/vejlebrovej-102-1-tv-2635-ishoej-01830850_102__1__tv,Betonelementer,Ikke oplyst
helmsvej-30-2880-bagsvaerd-01590302__30_______,Helmsvej 30,2880,Villa,Tvangsauktion,15-12-2010,4150000.0,2,Bagsværd,1.0,Ovn til fast og flydende brændsel,/adresse/helmsvej-30-2880-bagsvaerd-01590302__30_______,114.0,Tegl,4.0,https://www.boligsiden.dk/adresse/helmsvej-30-2880-bagsvaerd-01590302__30_______,Mursten,136.1
