ID,Link,Address,Property Type,Sale Type,Sale Date,Price,Page Number,Is Auction
53b2d8fb-b218-4fa6-b39c-db5eab5db20f,/adresse/vejlegaardsparken-32-2-24-2665-vallensbaek-strand-01879267__32__2__24,,Ejerlejlighed,"Vejlegårdsparken 32, 2. 24.2665 Vallensbæk Strand",Fri handel,19-02-2025,2,False
53b2d8fb-b218-4fa6-b39c-db5eab5db20f,/adresse/vejlegaardsparken-32-2-24-2665-vallensbaek-strand-01879267__32__2__24,,Ejerlejlighed,Fri handel,15-07-2016,580.000,2,False
53b2d8fb-b218-4fa6-b39c-db5eab5db20f,/adresse/vejlegaardsparken-32-2-24-2665-vallensbaek-strand-01879267__32__2__24,,Ejerlejlighed,Fri handel,04-01-2007,1.075.000,2,False
dd40ce06-5d35-4fb5-9462-5719cf6b6b1f,/adresse/ordrupvej-89-3-tv-2920-charlottenlund-01570622__89__3__tv,,Ejerlejlighed,"Ordrupvej 89, 3. tv.2920 Charlottenlund",Fri handel,19-02-2025,2,False
dd40ce06-5d35-4fb5-9462-5719cf6b6b1f,/adresse/ordrupvej-89-3-tv-2920-charlottenlund-01570622__89__3__tv,,Ejerlejlighed,Fri handel,15-08-2021,1.650.000,2,False
dd40ce06-5d35-4fb5-9462-5719cf6b6b1f,/adresse/ordrupvej-89-3-tv-2920-charlottenlund-01570622__89__3__tv,,Ejerlejlighed,Fri handel,01-07-2013,605.000,2,False
f26172f3-e0ee-4f2b-b1d6-fe5da8e8f6a4,/adresse/kanaltorvet-8-3-29-2620-albertslund-01650257___8__3__29,,Ejerlejlighed,"Kanaltorvet 8, 3. 29.2620 Albertslund",Fri handel,19-02-2025,2,False
f26172f3-e0ee-4f2b-b1d6-fe5da8e8f6a4,/adresse/kanaltorvet-8-3-29-2620-albertslund-01650257___8__3__29,,Ejerlejlighed,Fri handel,09-05-2022,1.350.000,2,False
f26172f3-e0ee-4f2b-b1d6-fe5da8e8f6a4,/adresse/kanaltorvet-8-3-29-2620-albertslund-01650257___8__3__29,,Ejerlejlighed,Fri handel,21-04-2016,795.000,2,False
06cfbd3f-7760-4092-b622-fd492dea7118,/adresse/ordrupvej-83-1-th-2920-charlottenlund-01570622__83__1__th,,Ejerlejlighed,"Ordrupvej 83, 1. th.2920 Charlottenlund",Fri handel,18-02-2025,3,False
06cfbd3f-7760-4092-b622-fd492dea7118,/adresse/ordrupvej-83-1-th-2920-charlottenlund-01570622__83__1__th,,Ejerlejlighed,Fri handel,17-02-2021,2.400.000,3,False
06cfbd3f-7760-4092-b622-fd492dea7118,/adresse/ordrupvej-83-1-th-2920-charlottenlund-01570622__83__1__th,,Ejerlejlighed,Fri handel,01-07-2015,1.575.000,3,False
0a304bbf-684a-40b6-ae6f-63f133cc7580,/adresse/eremitageparken-209-1-d-2800-kongens-lyngby-01730209_209__1___d,,Ejerlejlighed,"Eremitageparken 209, 1. d.2800 Kongens Lyngby",Fri handel,17-02-2025,3,False
0a304bbf-684a-40b6-ae6f-63f133cc7580,/adresse/eremitageparken-209-1-d-2800-kongens-lyngby-01730209_209__1___d,,Ejerlejlighed,Familie handel,07-08-1995,413.529,3,False
0a304bbf-684a-40b6-ae6f-63f133cc7580,/adresse/eremitageparken-209-1-d-2800-kongens-lyngby-01730209_209__1___d,,Ejerlejlighed,Fri handel,02-08-1995,530.000,3,False
7859476f-ab03-4cf1-85a8-cc9bea9b3bf1,/adresse/damparken-34-2-tv-2610-roedovre-01750151__34__2__tv,,Ejerlejlighed,"Damparken 34, 2. tv.2610 Rødovre",Fri handel,16-02-2025,3,False
7859476f-ab03-4cf1-85a8-cc9bea9b3bf1,/adresse/damparken-34-2-tv-2610-roedovre-01750151__34__2__tv,,Ejerlejlighed,Fri handel,11-10-2023,1.625.000,3,False
7859476f-ab03-4cf1-85a8-cc9bea9b3bf1,/adresse/damparken-34-2-tv-2610-roedovre-01750151__34__2__tv,,Ejerlejlighed,Fri handel,07-09-2000,682.000,3,False
a16aac20-9fc0-4f42-a981-929a3a2713ff,/adresse/blidahpark-14-1-tv-2900-hellerup-01570064__14__1__tv,,Ejerlejlighed,"Blidahpark 14, 1. tv.2900 Hellerup",Fri handel,16-02-2025,3,False
a16aac20-9fc0-4f42-a981-929a3a2713ff,/adresse/blidahpark-14-1-tv-2900-hellerup-01570064__14__1__tv,,Ejerlejlighed,Fri handel,01-11-2017,2.700.000,3,False
a16aac20-9fc0-4f42-a981-929a3a2713ff,/adresse/blidahpark-14-1-tv-2900-hellerup-01570064__14__1__tv,,Ejerlejlighed,Fri handel,23-04-2002,1.275.000,3,False
1faa07b4-3083-4cf5-b421-9f412400f184,/adresse/vallensbaek-stationstorv-54a-2-tv-2665-vallensbaek-strand-01878920_54a__2__tv,,Ejerlejlighed,"Vallensbæk Stationstorv 54A, 2. tv.2665 Vallensbæk Strand",Fri handel,16-02-2025,3,False
1faa07b4-3083-4cf5-b421-9f412400f184,/adresse/vallensbaek-stationstorv-54a-2-tv-2665-vallensbaek-strand-01878920_54a__2__tv,,Ejerlejlighed,Fri handel,20-12-2017,4.295.000,3,False
20f0a2c1-4050-413b-b2ab-83ad5286108b,/adresse/hoejagerparken-61-2-2750-ballerup-01510158__61__2____,,Ejerlejlighed,"Højagerparken 61, 2.2750 Ballerup",Fri handel,16-02-2025,3,False
20f0a2c1-4050-413b-b2ab-83ad5286108b,/adresse/hoejagerparken-61-2-2750-ballerup-01510158__61__2____,,Ejerlejlighed,Fri handel,29-11-2007,1.100.000,3,False
20f0a2c1-4050-413b-b2ab-83ad5286108b,/adresse/hoejagerparken-61-2-2750-ballerup-01510158__61__2____,,Ejerlejlighed,Fri handel,07-02-2006,1.150.000,3,False
8940821f-9627-4260-af04-e40457e8ab0a,/adresse/praestevaenget-15-0-th-2750-ballerup-01510261__15_st__th,,Ejerlejlighed,"Præstevænget 15, st. th.2750 Ballerup",Fri handel,16-02-2025,3,False
8940821f-9627-4260-af04-e40457e8ab0a,/adresse/praestevaenget-15-0-th-2750-ballerup-01510261__15_st__th,,Ejerlejlighed,Fri handel,26-01-2024,1.350.000,3,False
8940821f-9627-4260-af04-e40457e8ab0a,/adresse/praestevaenget-15-0-th-2750-ballerup-01510261__15_st__th,,Ejerlejlighed,Fri handel,23-03-1992,374.550,3,False
3d758685-01f8-472c-8521-ae5835d08771,/adresse/broendbyvestervej-20-0-2-2600-glostrup-01610044__20_st___2,,Ejerlejlighed,"Brøndbyvestervej 20, st. 2.2600 Glostrup",Fri handel,16-02-2025,3,False
3d758685-01f8-472c-8521-ae5835d08771,/adresse/broendbyvestervej-20-0-2-2600-glostrup-01610044__20_st___2,,Ejerlejlighed,Fri handel,31-08-2022,1.800.000,3,False
3d758685-01f8-472c-8521-ae5835d08771,/adresse/broendbyvestervej-20-0-2-2600-glostrup-01610044__20_st___2,,Ejerlejlighed,Fri handel,21-07-2020,1.745.000,3,False
70d1b77a-c582-4854-8f6b-68e782817af7,/adresse/ordrupvej-98e-4-tv-2920-charlottenlund-01570622_98e__4__tv,,Ejerlejlighed,"Ordrupvej 98E, 4. tv.2920 Charlottenlund",Fri handel,14-02-2025,3,False
70d1b77a-c582-4854-8f6b-68e782817af7,/adresse/ordrupvej-98e-4-tv-2920-charlottenlund-01570622_98e__4__tv,,Ejerlejlighed,Fri handel,16-10-2023,2.050.000,3,False
70d1b77a-c582-4854-8f6b-68e782817af7,/adresse/ordrupvej-98e-4-tv-2920-charlottenlund-01570622_98e__4__tv,,Ejerlejlighed,Fri handel,11-01-2016,1.565.000,3,False
04c6c92d-b0dc-4145-aa57-279315aa2f39,/adresse/spaden-d-1-0-4-2630-taastrup-01697430___1_st___4,,Ejerlejlighed,"Spaden D 1, st. 4.2630 Taastrup",Familie handel,14-02-2025,3,False
04c6c92d-b0dc-4145-aa57-279315aa2f39,/adresse/spaden-d-1-0-4-2630-taastrup-01697430___1_st___4,,Ejerlejlighed,Fri handel,14-10-2019,760.000,3,False
04c6c92d-b0dc-4145-aa57-279315aa2f39,/adresse/spaden-d-1-0-4-2630-taastrup-01697430___1_st___4,,Ejerlejlighed,Fri handel,20-12-2016,650.000,3,False
7a6a7311-3af2-4305-9a5f-ecedf60d2adc,/adresse/stadionvej-86-1-1-2600-glostrup-01610462__86__1___1,,Ejerlejlighed,"Stadionvej 86, 1. 1.2600 Glostrup",Fri handel,14-02-2025,3,False
7a6a7311-3af2-4305-9a5f-ecedf60d2adc,/adresse/stadionvej-86-1-1-2600-glostrup-01610462__86__1___1,,Ejerlejlighed,Fri handel,11-06-2018,2.895.000,3,False
fbef7bda-64f7-4bcc-8b2a-7c3257ad2a04,/adresse/ordrupvej-94-3-tv-2920-charlottenlund-01570622__94__3__tv,,Ejerlejlighed,"Ordrupvej 94, 3. tv.2920 Charlottenlund",Fri handel,14-02-2025,3,False
fbef7bda-64f7-4bcc-8b2a-7c3257ad2a04,/adresse/ordrupvej-94-3-tv-2920-charlottenlund-01570622__94__3__tv,,Ejerlejlighed,Fri handel,19-08-2015,5.200.000,3,False
fbef7bda-64f7-4bcc-8b2a-7c3257ad2a04,/adresse/ordrupvej-94-3-tv-2920-charlottenlund-01570622__94__3__tv,,Ejerlejlighed,Fri handel,22-01-2002,1.640.000,3,False
4e6d36fb-2da0-41e3-a104-2107adfe6263,/adresse/frederiksdalsvej-103a-2-tv-2830-virum-01730229103a__2__tv,,Ejerlejlighed,"Frederiksdalsvej 103A, 2. tv.2830 Virum",Fri handel,13-02-2025,3,False
4e6d36fb-2da0-41e3-a104-2107adfe6263,/adresse/frederiksdalsvej-103a-2-tv-2830-virum-01730229103a__2__tv,,Ejerlejlighed,Fri handel,12-04-2018,1.400.000,3,False
4e6d36fb-2da0-41e3-a104-2107adfe6263,/adresse/frederiksdalsvej-103a-2-tv-2830-virum-01730229103a__2__tv,,Ejerlejlighed,Fri handel,17-03-2011,630.000,3,False
be27ee33-267b-4025-ae29-e4e5b279acd4,/adresse/saven-b-3-2-4-2630-taastrup-01696692___3__2___4,,Ejerlejlighed,"Saven B 3, 2. 4.2630 Taastrup",Fri handel,13-02-2025,3,False
be27ee33-267b-4025-ae29-e4e5b279acd4,/adresse/saven-b-3-2-4-2630-taastrup-01696692___3__2___4,,Ejerlejlighed,Fri handel,27-08-2020,1.295.000,3,False
be27ee33-267b-4025-ae29-e4e5b279acd4,/adresse/saven-b-3-2-4-2630-taastrup-01696692___3__2___4,,Ejerlejlighed,Fri handel,19-09-2016,1.045.000,3,False
9b5c51b3-a632-45df-a636-94d9522bba65,/adresse/virum-stationsvej-141f-1-th-2830-virum-01730869141f__1__th,,Ejerlejlighed,"Virum Stationsvej 141F, 1. th.2830 Virum",Fri handel,13-02-2025,3,False
9b5c51b3-a632-45df-a636-94d9522bba65,/adresse/virum-stationsvej-141f-1-th-2830-virum-01730869141f__1__th,,Ejerlejlighed,Fri handel,02-03-2024,1.755.000,3,False
9b5c51b3-a632-45df-a636-94d9522bba65,/adresse/virum-stationsvej-141f-1-th-2830-virum-01730869141f__1__th,,Ejerlejlighed,Fri handel,23-02-2021,1.696.000,3,False
6eab25b5-9a73-4448-9b8f-d9ca5fc844cf,/adresse/snogegaardsvej-4-2-tv-2820-gentofte-01570761___4__2__tv,,Ejerlejlighed,"Snogegårdsvej 4, 2. tv.2820 Gentofte",Fri handel,13-02-2025,3,False
6eab25b5-9a73-4448-9b8f-d9ca5fc844cf,/adresse/snogegaardsvej-4-2-tv-2820-gentofte-01570761___4__2__tv,,Ejerlejlighed,Fri handel,21-06-2005,1.110.000,3,False
6eab25b5-9a73-4448-9b8f-d9ca5fc844cf,/adresse/snogegaardsvej-4-2-tv-2820-gentofte-01570761___4__2__tv,,Ejerlejlighed,Fri handel,18-02-2004,910.606,3,False
c1060997-fa37-4b21-8175-7cf6710c02b3,/adresse/hovedvejen-174-1-th-2600-glostrup-01610213_174__1__th,,Ejerlejlighed,"Hovedvejen 174, 1. th.2600 Glostrup",Fri handel,12-02-2025,3,False
c1060997-fa37-4b21-8175-7cf6710c02b3,/adresse/hovedvejen-174-1-th-2600-glostrup-01610213_174__1__th,,Ejerlejlighed,Familie handel,04-02-2002,750.000,3,False
546ba04e-41da-4e68-bc8d-638cf81c4cef,/adresse/ericavej-163-2-305-2820-gentofte-01570203_163__2_305,,Ejerlejlighed,"Ericavej 163, 2. 305.2820 Gentofte",Fri handel,12-02-2025,3,False
2ec51c3f-93a3-41b8-9b81-27f306b2e8b9,/adresse/moelleaaparken-31-1-e-2800-kongens-lyngby-01730601__31__1___e,,Ejerlejlighed,"Mølleåparken 31, 1. e.2800 Kongens Lyngby",Fri handel,12-02-2025,3,False
2ec51c3f-93a3-41b8-9b81-27f306b2e8b9,/adresse/moelleaaparken-31-1-e-2800-kongens-lyngby-01730601__31__1___e,,Ejerlejlighed,Fri handel,22-10-2020,1.940.000,3,False
2ec51c3f-93a3-41b8-9b81-27f306b2e8b9,/adresse/moelleaaparken-31-1-e-2800-kongens-lyngby-01730601__31__1___e,,Ejerlejlighed,Familie handel,15-10-2012,1.450.000,3,False
d1addf8b-c403-448f-81a3-410a57090f11,/adresse/hvidovrevej-275-1-12-2650-hvidovre-01674032_275__1__12,,Ejerlejlighed,"Hvidovrevej 275, 1. 12.2650 Hvidovre",Fri handel,12-02-2025,3,False
decf2241-37bf-4c74-96ee-e7c34afffdc8,/adresse/skjeberg-alle-43-0-th-2630-taastrup-01696800__43_st__th,,Ejerlejlighed,"Skjeberg Alle 43, st. th.2630 Taastrup",Fri handel,12-02-2025,4,False
decf2241-37bf-4c74-96ee-e7c34afffdc8,/adresse/skjeberg-alle-43-0-th-2630-taastrup-01696800__43_st__th,,Ejerlejlighed,Fri handel,03-11-2006,1.710.000,4,False
499a1efe-361b-4dd4-8d50-7aeea6e662d9,/adresse/brandholms-alle-24f-0-2610-roedovre-01750085_24f_st____,,Ejerlejlighed,"Brandholms Alle 24F, st.2610 Rødovre",Fri handel,12-02-2025,4,False
499a1efe-361b-4dd4-8d50-7aeea6e662d9,/adresse/brandholms-alle-24f-0-2610-roedovre-01750085_24f_st____,,Ejerlejlighed,Fri handel,20-08-2021,1.200.000,4,False
499a1efe-361b-4dd4-8d50-7aeea6e662d9,/adresse/brandholms-alle-24f-0-2610-roedovre-01750085_24f_st____,,Ejerlejlighed,Fri handel,26-10-2012,825.000,4,False
33f4078d-e671-4ae8-ba6a-c76f5d95b51f,/adresse/maglemosevej-9-2-tv-2900-hellerup-01570536___9__2__tv,,Ejerlejlighed,"Maglemosevej 9, 2. tv.2900 Hellerup",Fri handel,11-02-2025,4,False
33f4078d-e671-4ae8-ba6a-c76f5d95b51f,/adresse/maglemosevej-9-2-tv-2900-hellerup-01570536___9__2__tv,,Ejerlejlighed,Fri handel,05-12-2003,1.545.000,4,False
a394e567-31b8-4f31-9dfc-95966f8ea3fe,/adresse/saven-b-6-1-2-2630-taastrup-01696692___6__1___2,,Ejerlejlighed,"Saven B 6, 1. 2.2630 Taastrup",Fri handel,11-02-2025,4,False
a394e567-31b8-4f31-9dfc-95966f8ea3fe,/adresse/saven-b-6-1-2-2630-taastrup-01696692___6__1___2,,Ejerlejlighed,Fri handel,06-01-2020,2.130.000,4,False
a394e567-31b8-4f31-9dfc-95966f8ea3fe,/adresse/saven-b-6-1-2-2630-taastrup-01696692___6__1___2,,Ejerlejlighed,Fri handel,17-01-2008,1.800.000,4,False
a12ee799-8c79-4cd3-832f-3cded2725e99,/adresse/niels-finsens-alle-100-4-e-2860-soeborg-01590604_100__4___e,,Ejerlejlighed,"Niels Finsens Alle 100, 4. e.2860 Søborg",Familie handel,11-02-2025,4,False
a12ee799-8c79-4cd3-832f-3cded2725e99,/adresse/niels-finsens-alle-100-4-e-2860-soeborg-01590604_100__4___e,,Ejerlejlighed,Fri handel,18-01-2017,1.500.000,4,False
a12ee799-8c79-4cd3-832f-3cded2725e99,/adresse/niels-finsens-alle-100-4-e-2860-soeborg-01590604_100__4___e,,Ejerlejlighed,Fri handel,10-07-2015,1.095.000,4,False
57358f75-ccf2-41e5-815f-56c2c81bee0a,/adresse/moelleaaparken-31-2-g-2800-kongens-lyngby-01730601__31__2___g,,Ejerlejlighed,"Mølleåparken 31, 2. g.2800 Kongens Lyngby",Fri handel,11-02-2025,4,False
57358f75-ccf2-41e5-815f-56c2c81bee0a,/adresse/moelleaaparken-31-2-g-2800-kongens-lyngby-01730601__31__2___g,,Ejerlejlighed,Fri handel,12-01-2015,1.365.000,4,False
a78a96f2-2044-4439-a50a-8aab52504c5c,/adresse/vejlegaardsparken-92-0-mf-2665-vallensbaek-strand-01879267__92_st__mf,,Ejerlejlighed,"Vejlegårdsparken 92, st. mf.2665 Vallensbæk Strand",Fri handel,11-02-2025,4,False
a78a96f2-2044-4439-a50a-8aab52504c5c,/adresse/vejlegaardsparken-92-0-mf-2665-vallensbaek-strand-01879267__92_st__mf,,Ejerlejlighed,Fri handel,28-10-2019,1.400.000,4,False
3589793b-7659-417f-b606-4c183e09c256,/adresse/taarbaek-strandvej-43b-2930-klampenborg-01730970_43b_______,,Ejerlejlighed,Taarbæk Strandvej 43B2930 Klampenborg,Familie handel,10-02-2025,4,False
3589793b-7659-417f-b606-4c183e09c256,/adresse/taarbaek-strandvej-43b-2930-klampenborg-01730970_43b_______,,Ejerlejlighed,Andet,15-08-2022,5.241.000,4,False
3589793b-7659-417f-b606-4c183e09c256,/adresse/taarbaek-strandvej-43b-2930-klampenborg-01730970_43b_______,,Ejerlejlighed,Andet,24-01-2011,9.950.000,4,False
8b9ee120-b126-4709-bcfb-fb42ab761405,/adresse/leen-d-3-1-3-2630-taastrup-01694320___3__1___3,,Ejerlejlighed,"Leen D 3, 1. 3.2630 Taastrup",Fri handel,10-02-2025,4,False
8b9ee120-b126-4709-bcfb-fb42ab761405,/adresse/leen-d-3-1-3-2630-taastrup-01694320___3__1___3,,Ejerlejlighed,Fri handel,08-02-1994,460.200,4,False
963317a4-a025-4a7d-b61e-7ad99454811b,/adresse/gyngemose-parkvej-49-5-tv-2860-soeborg-01590259__49__5__tv,,Ejerlejlighed,"Gyngemose Parkvej 49, 5. tv.2860 Søborg",Fri handel,10-02-2025,4,False
54f383c9-331f-4cd5-9432-85b0c474ce1e,/adresse/saven-a-2-3-1-2630-taastrup-01696690___2__3___1,,Ejerlejlighed,"Saven A 2, 3. 1.2630 Taastrup",Fri handel,10-02-2025,4,False
54f383c9-331f-4cd5-9432-85b0c474ce1e,/adresse/saven-a-2-3-1-2630-taastrup-01696690___2__3___1,,Ejerlejlighed,Fri handel,27-11-2020,965.000,4,False
54f383c9-331f-4cd5-9432-85b0c474ce1e,/adresse/saven-a-2-3-1-2630-taastrup-01696690___2__3___1,,Ejerlejlighed,Fri handel,13-03-2017,800.000,4,False
94fc3018-20f8-4ad4-9503-eacdd6e3c872,/adresse/fuglegaardsvaenget-96-1-mf-2820-gentofte-01570262__96__1__mf,,Ejerlejlighed,"Fuglegårdsvænget 96, 1. mf.2820 Gentofte",Fri handel,09-02-2025,4,False
94fc3018-20f8-4ad4-9503-eacdd6e3c872,/adresse/fuglegaardsvaenget-96-1-mf-2820-gentofte-01570262__96__1__mf,,Ejerlejlighed,Fri handel,09-04-2021,1.800.000,4,False
94fc3018-20f8-4ad4-9503-eacdd6e3c872,/adresse/fuglegaardsvaenget-96-1-mf-2820-gentofte-01570262__96__1__mf,,Ejerlejlighed,Fri handel,28-04-2017,1.445.000,4,False
58ebeb19-a3a5-4653-a365-bab16ee84f49,/adresse/kirsebaervaenget-3-1-1-2800-kongens-lyngby-01730430___3__1___1,,Ejerlejlighed,"Kirsebærvænget 3, 1. 1.2800 Kongens Lyngby",Fri handel,09-02-2025,4,False
58ebeb19-a3a5-4653-a365-bab16ee84f49,/adresse/kirsebaervaenget-3-1-1-2800-kongens-lyngby-01730430___3__1___1,,Ejerlejlighed,Fri handel,29-06-2020,2.250.000,4,False
58ebeb19-a3a5-4653-a365-bab16ee84f49,/adresse/kirsebaervaenget-3-1-1-2800-kongens-lyngby-01730430___3__1___1,,Ejerlejlighed,Fri handel,11-03-2017,2.000.000,4,False
8e7d01a6-61e5-428f-9883-5e8decee4164,/adresse/ordrupvej-41c-2-1-2920-charlottenlund-01570622_41c__2___1,,Ejerlejlighed,"Ordrupvej 41C, 2. 1.2920 Charlottenlund",Fri handel,07-02-2025,4,False
8e7d01a6-61e5-428f-9883-5e8decee4164,/adresse/ordrupvej-41c-2-1-2920-charlottenlund-01570622_41c__2___1,,Ejerlejlighed,Fri handel,06-06-2005,1.545.000,4,False
8e7d01a6-61e5-428f-9883-5e8decee4164,/adresse/ordrupvej-41c-2-1-2920-charlottenlund-01570622_41c__2___1,,Ejerlejlighed,Fri handel,02-03-2001,995.715,4,False
e7fe2eeb-b40f-4e1d-ab34-8acc9b32bfc0,/adresse/bagsvaerd-hovedgade-116b-14-c-2880-bagsvaerd-01590039116b_14___c,,Ejerlejlighed,"Bagsværd Hovedgade 116B, 14. c.2880 Bagsværd",Fri handel,07-02-2025,4,False
e7fe2eeb-b40f-4e1d-ab34-8acc9b32bfc0,/adresse/bagsvaerd-hovedgade-116b-14-c-2880-bagsvaerd-01590039116b_14___c,,Ejerlejlighed,Fri handel,30-09-2002,555.000,4,False
e7fe2eeb-b40f-4e1d-ab34-8acc9b32bfc0,/adresse/bagsvaerd-hovedgade-116b-14-c-2880-bagsvaerd-01590039116b_14___c,,Ejerlejlighed,Fri handel,08-06-2000,435.000,4,False
c21f9fe1-59bb-414f-9193-3bd040ad67a8,/adresse/eremitageparken-319-1-a-2800-kongens-lyngby-01730209_319__1___a,,Ejerlejlighed,"Eremitageparken 319, 1. a.2800 Kongens Lyngby",Fri handel,07-02-2025,4,False
e171425a-8a40-4e15-a26d-d4f732865da6,/adresse/kirsebaervaenget-3-1-6-2800-kongens-lyngby-01730430___3__1___6,,Ejerlejlighed,"Kirsebærvænget 3, 1. 6.2800 Kongens Lyngby",Fri handel,07-02-2025,4,False
e171425a-8a40-4e15-a26d-d4f732865da6,/adresse/kirsebaervaenget-3-1-6-2800-kongens-lyngby-01730430___3__1___6,,Ejerlejlighed,Fri handel,05-12-2013,1.775.000,4,False
ed0d4835-43ab-4d19-a203-44fcc369cb06,/adresse/parkvej-21a-2630-taastrup-01695738_21a_______,,Ejerlejlighed,Parkvej 21A2630 Taastrup,Familie handel,06-02-2025,4,False
ed0d4835-43ab-4d19-a203-44fcc369cb06,/adresse/parkvej-21a-2630-taastrup-01695738_21a_______,,Ejerlejlighed,Fri handel,20-07-2020,1.265.000,4,False
ed0d4835-43ab-4d19-a203-44fcc369cb06,/adresse/parkvej-21a-2630-taastrup-01695738_21a_______,,Ejerlejlighed,Fri handel,23-06-2013,720.000,4,False
fbb1a627-fc33-49f8-8304-2c9a7dd4e734,/adresse/dalstroeget-124-0-2870-dyssegaard-01570133_124_st____,,Ejerlejlighed,"Dalstrøget 124, st.2870 Dyssegård",Fri handel,06-02-2025,4,False
fbb1a627-fc33-49f8-8304-2c9a7dd4e734,/adresse/dalstroeget-124-0-2870-dyssegaard-01570133_124_st____,,Ejerlejlighed,Fri handel,20-11-2020,3.105.000,4,False
fbb1a627-fc33-49f8-8304-2c9a7dd4e734,/adresse/dalstroeget-124-0-2870-dyssegaard-01570133_124_st____,,Ejerlejlighed,Fri handel,07-05-2007,2.100.000,4,False
c918adc9-4d85-42f7-b841-d195cb5442ce,/adresse/ordrupvej-67-3-tv-2920-charlottenlund-01570622__67__3__tv,,Ejerlejlighed,"Ordrupvej 67, 3. tv.2920 Charlottenlund",Fri handel,06-02-2025,4,False
c918adc9-4d85-42f7-b841-d195cb5442ce,/adresse/ordrupvej-67-3-tv-2920-charlottenlund-01570622__67__3__tv,,Ejerlejlighed,Fri handel,25-10-1993,400.000,4,False
d420f4d0-7e1a-4607-9741-3982eac55c6c,/adresse/enghavegaardsvej-41-2630-taastrup-01691421__41_______,,Fritidsbolig,Enghavegårdsvej 412630 Taastrup,Fri handel,28-02-2025,1,False
d420f4d0-7e1a-4607-9741-3982eac55c6c,/adresse/enghavegaardsvej-41-2630-taastrup-01691421__41_______,,Fritidsbolig,Fri handel,20-07-2021,700.000,1,False
d420f4d0-7e1a-4607-9741-3982eac55c6c,/adresse/enghavegaardsvej-41-2630-taastrup-01691421__41_______,,Fritidsbolig,Fri handel,26-04-2019,450.000,1,False
425d805f-adf9-4f27-b1df-a43594482ba3,/adresse/frederiksdalsvej-139b-2830-virum-01730229139b_______,,Fritidsbolig,Frederiksdalsvej 139B2830 Virum,Fri handel,09-01-2025,1,False
425d805f-adf9-4f27-b1df-a43594482ba3,/adresse/frederiksdalsvej-139b-2830-virum-01730229139b_______,,Fritidsbolig,Fri handel,03-08-1994,1.100.000,1,False
ae728dcc-ba43-43a9-9d1c-13c7379ab180,/adresse/aatoften-11-2630-taastrup-01699783__11_______,,Fritidsbolig,Åtoften 112630 Taastrup,Fri handel,05-12-2024,1,False
ae728dcc-ba43-43a9-9d1c-13c7379ab180,/adresse/aatoften-11-2630-taastrup-01699783__11_______,,Fritidsbolig,Fri handel,19-09-2017,1.075.000,1,False
c303d9e1-9a88-4c18-8d86-0273f7c22583,/adresse/jungtoften-6-2750-ballerup-01510167___6_______,,Fritidsbolig,Jungtoften 62750 Ballerup,Fri handel,30-11-2024,1,False
c303d9e1-9a88-4c18-8d86-0273f7c22583,/adresse/jungtoften-6-2750-ballerup-01510167___6_______,,Fritidsbolig,Fri handel,03-01-2018,1.250.000,1,False
c303d9e1-9a88-4c18-8d86-0273f7c22583,/adresse/jungtoften-6-2750-ballerup-01510167___6_______,,Fritidsbolig,Fri handel,28-10-1999,302.675,1,False
a9baa0ec-4bf0-4e0b-9b0f-8e794ae56841,/adresse/enghavegaardsvej-53-2630-taastrup-01691421__53_______,,Fritidsbolig,Enghavegårdsvej 532630 Taastrup,Fri handel,08-10-2024,1,False
a9baa0ec-4bf0-4e0b-9b0f-8e794ae56841,/adresse/enghavegaardsvej-53-2630-taastrup-01691421__53_______,,Fritidsbolig,Fri handel,10-08-2021,2.495.000,1,False
a9baa0ec-4bf0-4e0b-9b0f-8e794ae56841,/adresse/enghavegaardsvej-53-2630-taastrup-01691421__53_______,,Fritidsbolig,Fri handel,13-02-2020,500.000,1,False
d2e7ebc1-5369-4274-bdda-ba9ff900ff0f,/adresse/valnaesvej-29-2730-herlev-01638912__29_______,,Fritidsbolig,Valnæsvej 292730 Herlev,Familie handel,29-09-2024,1,False
d2e7ebc1-5369-4274-bdda-ba9ff900ff0f,/adresse/valnaesvej-29-2730-herlev-01638912__29_______,,Fritidsbolig,Fri handel,16-09-2013,600.000,1,False
d2e7ebc1-5369-4274-bdda-ba9ff900ff0f,/adresse/valnaesvej-29-2730-herlev-01638912__29_______,,Fritidsbolig,Fri handel,21-05-2003,700.000,1,False
4bb558a7-a1e9-45d7-8a0e-a710ffc8c8f4,/adresse/jungtoften-19-2750-ballerup-01510167__19_______,,Fritidsbolig,Jungtoften 192750 Ballerup,Familie handel,12-07-2024,1,False
4bb558a7-a1e9-45d7-8a0e-a710ffc8c8f4,/adresse/jungtoften-19-2750-ballerup-01510167__19_______,,Fritidsbolig,Fri handel,25-06-2001,550.000,1,False
4bb558a7-a1e9-45d7-8a0e-a710ffc8c8f4,/adresse/jungtoften-19-2750-ballerup-01510167__19_______,,Fritidsbolig,Fri handel,09-08-1994,200.000,1,False
1bd70bf3-f36d-44a2-971d-3c64f428ea53,/adresse/holmemarksvej-3-2630-taastrup-01692831___3_______,,Fritidsbolig,Holmemarksvej 32630 Taastrup,Fri handel,30-06-2024,1,False
ffe3e1fc-ece3-4e7d-88e9-a996072781a9,/adresse/tibbevangen-13-2730-herlev-01638223__13_______,,Fritidsbolig,Tibbevangen 132730 Herlev,Fri handel,26-06-2024,1,False
