Property ID,Address,Postal_Code,Property_Type,Sale Type,Sale Date,Price,Sale Index,Total Sales,Address_details,City,Floor,Floor_Count,Heating_Type,Last_Remodel_Year,Link,Living_Area,Postal_Code_details,Price_details,Property_Type_details,Roof_Type,Rooms,Scrape_Date,Source_Site,URL,Wall_Material,Weighted_Area
naesborgvej-48-1-tv-2650-hvidovre-01676123__48__1__tv,"Næsborgvej 48, 1. tv.",2650,Ejerlejlighed,Tvangsauktion,22-09-2010,720000.0,1,2,"Næsborgvej 48, 1. tv.",Hvidovre,N/A,3.0,Fjernvarme/blokvarme,2021,/adresse/naesborgvej-48-1-tv-2650-hvidovre-01676123__48__1__tv,73.0,2650.0,2348000.0,Ejerlejlighed,Fibercement uden asbest,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/naesborgvej-48-1-tv-2650-hvidovre-01676123__48__1__tv,Mursten,Ikke oplyst
naesborgvej-48-1-tv-2650-hvidovre-01676123__48__1__tv,"Næsborgvej 48, 1. tv.",2650,Ejerlejlighed,Fri handel,20-03-1996,361000.0,2,2,"Næsborgvej 48, 1. tv.",Hvidovre,N/A,3.0,Fjernvarme/blokvarme,2021,/adresse/naesborgvej-48-1-tv-2650-hvidovre-01676123__48__1__tv,73.0,2650.0,2348000.0,Ejerlejlighed,Fibercement uden asbest,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/naesborgvej-48-1-tv-2650-hvidovre-01676123__48__1__tv,Mursten,Ikke oplyst
vejlebrovej-82-2-th-2635-ishoej-01830850__82__2__th,"Vejlebrovej 82, 2. th.",2635,Ejerlejlighed,Tvangsauktion,20-09-2010,2310000.0,1,1,"Vejlebrovej 82, 2. th.",Ishøj,N/A,5.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlebrovej-82-2-th-2635-ishoej-01830850__82__2__th,77.0,2635.0,1877000.0,Ejerlejlighed,Tagpap med lille hældning,2.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlebrovej-82-2-th-2635-ishoej-01830850__82__2__th,Betonelementer,Ikke oplyst
klausdalsbrovej-147-2860-soeborg-01590422_147_______,Klausdalsbrovej 147,2860,Villa,Tvangsauktion,20-09-2010,2200000.0,1,3,Klausdalsbrovej 147,Søborg,N/A,1.0,Elvarme,1971,/adresse/klausdalsbrovej-147-2860-soeborg-01590422_147_______,212.0,2860.0,7212000.0,Villa,Tegl,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/klausdalsbrovej-147-2860-soeborg-01590422_147_______,Mursten,221.8
klausdalsbrovej-147-2860-soeborg-01590422_147_______,Klausdalsbrovej 147,2860,Villa,Fri handel,26-05-2007,3250000.0,2,3,Klausdalsbrovej 147,Søborg,N/A,1.0,Elvarme,1971,/adresse/klausdalsbrovej-147-2860-soeborg-01590422_147_______,212.0,2860.0,7212000.0,Villa,Tegl,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/klausdalsbrovej-147-2860-soeborg-01590422_147_______,Mursten,221.8
klausdalsbrovej-147-2860-soeborg-01590422_147_______,Klausdalsbrovej 147,2860,Villa,Fri handel,21-11-2004,2524966.0,3,3,Klausdalsbrovej 147,Søborg,N/A,1.0,Elvarme,1971,/adresse/klausdalsbrovej-147-2860-soeborg-01590422_147_______,212.0,2860.0,7212000.0,Villa,Tegl,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/klausdalsbrovej-147-2860-soeborg-01590422_147_______,Mursten,221.8
ejby-vaenge-16-2610-roedovre-01750178__16_______,Ejby Vænge 16,2610,Rækkehus,Tvangsauktion,15-09-2010,175000.0,1,3,Ejby Vænge 16,Rødovre,N/A,1.0,Elvarme,2021,/adresse/ejby-vaenge-16-2610-roedovre-01750178__16_______,39.0,2610.0,1368000.0,Rækkehus,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/ejby-vaenge-16-2610-roedovre-01750178__16_______,Træ,39.5
ejby-vaenge-16-2610-roedovre-01750178__16_______,Ejby Vænge 16,2610,Rækkehus,Andet,17-03-2006,428000.0,2,3,Ejby Vænge 16,Rødovre,N/A,1.0,Elvarme,2021,/adresse/ejby-vaenge-16-2610-roedovre-01750178__16_______,39.0,2610.0,1368000.0,Rækkehus,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/ejby-vaenge-16-2610-roedovre-01750178__16_______,Træ,39.5
ejby-vaenge-16-2610-roedovre-01750178__16_______,Ejby Vænge 16,2610,Rækkehus,Fri handel,25-01-2001,453000.0,3,3,Ejby Vænge 16,Rødovre,N/A,1.0,Elvarme,2021,/adresse/ejby-vaenge-16-2610-roedovre-01750178__16_______,39.0,2610.0,1368000.0,Rækkehus,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/ejby-vaenge-16-2610-roedovre-01750178__16_______,Træ,39.5
vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,"Vejlegårdsparken 24, st. 1.",2665,Ejerlejlighed,Tvangsauktion,13-09-2010,200000.0,1,3,"Vejlegårdsparken 24, st. 1.",Vallensbæk Strand,N/A,6.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,39.0,2665.0,1011000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,Betonelementer,Ikke oplyst
vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,"Vejlegårdsparken 24, st. 1.",2665,Ejerlejlighed,Fri handel,16-05-2007,650000.0,2,3,"Vejlegårdsparken 24, st. 1.",Vallensbæk Strand,N/A,6.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,39.0,2665.0,1011000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,Betonelementer,Ikke oplyst
vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,"Vejlegårdsparken 24, st. 1.",2665,Ejerlejlighed,Fri handel,01-08-2005,564000.0,3,3,"Vejlegårdsparken 24, st. 1.",Vallensbæk Strand,N/A,6.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,39.0,2665.0,1011000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,Betonelementer,Ikke oplyst
jernalderen-78-2640-hedehusene-01693530__78_______,Jernalderen 78,2640,Rækkehus,Tvangsauktion,13-09-2010,1084000.0,1,2,Jernalderen 78,Hedehusene,N/A,1.0,Elvarme,Ikke oplyst,/adresse/jernalderen-78-2640-hedehusene-01693530__78_______,104.0,2640.0,2529000.0,Rækkehus,Fibercement uden asbest,4.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/jernalderen-78-2640-hedehusene-01693530__78_______,Mursten,110
jernalderen-78-2640-hedehusene-01693530__78_______,Jernalderen 78,2640,Rækkehus,Fri handel,12-06-2006,2079000.0,2,2,Jernalderen 78,Hedehusene,N/A,1.0,Elvarme,Ikke oplyst,/adresse/jernalderen-78-2640-hedehusene-01693530__78_______,104.0,2640.0,2529000.0,Rækkehus,Fibercement uden asbest,4.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/jernalderen-78-2640-hedehusene-01693530__78_______,Mursten,110
taastrup-have-31-0-tv-2630-taastrup-01698960__31_st__tv,"Taastrup Have 31, st. tv.",2630,Ejerlejlighed,Tvangsauktion,08-09-2010,600000.0,1,3,"Taastrup Have 31, st. tv.",Taastrup,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/taastrup-have-31-0-tv-2630-taastrup-01698960__31_st__tv,59.0,2630.0,1656000.0,Ejerlejlighed,Fibercement herunder asbest,2.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/taastrup-have-31-0-tv-2630-taastrup-01698960__31_st__tv,Mursten,Ikke oplyst
taastrup-have-31-0-tv-2630-taastrup-01698960__31_st__tv,"Taastrup Have 31, st. tv.",2630,Ejerlejlighed,Tvangsauktion,03-10-2000,615000.0,2,3,"Taastrup Have 31, st. tv.",Taastrup,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/taastrup-have-31-0-tv-2630-taastrup-01698960__31_st__tv,59.0,2630.0,1656000.0,Ejerlejlighed,Fibercement herunder asbest,2.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/taastrup-have-31-0-tv-2630-taastrup-01698960__31_st__tv,Mursten,Ikke oplyst
taastrup-have-31-0-tv-2630-taastrup-01698960__31_st__tv,"Taastrup Have 31, st. tv.",2630,Ejerlejlighed,Fri handel,09-11-1999,595000.0,3,3,"Taastrup Have 31, st. tv.",Taastrup,N/A,3.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/taastrup-have-31-0-tv-2630-taastrup-01698960__31_st__tv,59.0,2630.0,1656000.0,Ejerlejlighed,Fibercement herunder asbest,2.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/taastrup-have-31-0-tv-2630-taastrup-01698960__31_st__tv,Mursten,Ikke oplyst
vilvordeparken-17-2920-charlottenlund-01570941__17_______,Vilvordeparken 17,2920,Villa,Tvangsauktion,16-08-2010,6150000.0,1,3,Vilvordeparken 17,Charlottenlund,N/A,1.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vilvordeparken-17-2920-charlottenlund-01570941__17_______,212.0,2920.0,12978000.0,Villa,Tagpap med lille hældning,5.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vilvordeparken-17-2920-charlottenlund-01570941__17_______,Mursten,222.5
vilvordeparken-17-2920-charlottenlund-01570941__17_______,Vilvordeparken 17,2920,Villa,Fri handel,01-09-2001,3670000.0,2,3,Vilvordeparken 17,Charlottenlund,N/A,1.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vilvordeparken-17-2920-charlottenlund-01570941__17_______,212.0,2920.0,12978000.0,Villa,Tagpap med lille hældning,5.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vilvordeparken-17-2920-charlottenlund-01570941__17_______,Mursten,222.5
vilvordeparken-17-2920-charlottenlund-01570941__17_______,Vilvordeparken 17,2920,Villa,Fri handel,15-03-2000,3600000.0,3,3,Vilvordeparken 17,Charlottenlund,N/A,1.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vilvordeparken-17-2920-charlottenlund-01570941__17_______,212.0,2920.0,12978000.0,Villa,Tagpap med lille hældning,5.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vilvordeparken-17-2920-charlottenlund-01570941__17_______,Mursten,222.5
jaegersborg-alle-27b-1-mf-2920-charlottenlund-01570423_27b__1__mf,"Jægersborg Alle 27B, 1. mf.",2920,Ejerlejlighed,Tvangsauktion,04-08-2010,1096000.0,1,2,"Jægersborg Alle 27B, 1. mf.",Charlottenlund,N/A,4.0,Fjernvarme/blokvarme,1998,/adresse/jaegersborg-alle-27b-1-mf-2920-charlottenlund-01570423_27b__1__mf,69.0,2920.0,3451000.0,Ejerlejlighed,Tegl,2.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/jaegersborg-alle-27b-1-mf-2920-charlottenlund-01570423_27b__1__mf,Mursten,Ikke oplyst
jaegersborg-alle-27b-1-mf-2920-charlottenlund-01570423_27b__1__mf,"Jægersborg Alle 27B, 1. mf.",2920,Ejerlejlighed,Fri handel,25-11-1993,514119.0,2,2,"Jægersborg Alle 27B, 1. mf.",Charlottenlund,N/A,4.0,Fjernvarme/blokvarme,1998,/adresse/jaegersborg-alle-27b-1-mf-2920-charlottenlund-01570423_27b__1__mf,69.0,2920.0,3451000.0,Ejerlejlighed,Tegl,2.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/jaegersborg-alle-27b-1-mf-2920-charlottenlund-01570423_27b__1__mf,Mursten,Ikke oplyst
hoeje-taastrup-boulevard-86-3-2630-taastrup-01693200__86__3____,"Høje Taastrup Boulevard 86, 3.",2630,Ejerlejlighed,Tvangsauktion,04-08-2010,1800000.0,1,1,"Høje Taastrup Boulevard 86, 3.",Taastrup,N/A,7.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hoeje-taastrup-boulevard-86-3-2630-taastrup-01693200__86__3____,119.0,2630.0,3644000.0,Ejerlejlighed,Fibercement uden asbest,3.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hoeje-taastrup-boulevard-86-3-2630-taastrup-01693200__86__3____,Mursten,Ikke oplyst
holstedparken-13-2660-broendby-strand-01530244__13_______,Holstedparken 13,2660,Rækkehus,Tvangsauktion,02-08-2010,1650000.0,1,2,Holstedparken 13,Brøndby Strand,N/A,1.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/holstedparken-13-2660-broendby-strand-01530244__13_______,121.0,2660.0,3198000.0,Rækkehus,Fibercement herunder asbest,4.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/holstedparken-13-2660-broendby-strand-01530244__13_______,Mursten,118.95
holstedparken-13-2660-broendby-strand-01530244__13_______,Holstedparken 13,2660,Rækkehus,Fri handel,26-01-2006,2345000.0,2,2,Holstedparken 13,Brøndby Strand,N/A,1.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/holstedparken-13-2660-broendby-strand-01530244__13_______,121.0,2660.0,3198000.0,Rækkehus,Fibercement herunder asbest,4.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/holstedparken-13-2660-broendby-strand-01530244__13_______,Mursten,118.95
skovbrinken-5-2920-charlottenlund-01570717___5_______,Skovbrinken 5,2920,Villa,Tvangsauktion,28-07-2010,11400000.0,1,3,Skovbrinken 5,Charlottenlund,N/A,1.0,Fjernvarme/blokvarme,1962,/adresse/skovbrinken-5-2920-charlottenlund-01570717___5_______,335.0,2920.0,27559000.0,Villa,Fibercement herunder asbest,8.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/skovbrinken-5-2920-charlottenlund-01570717___5_______,Mursten,449.2
skovbrinken-5-2920-charlottenlund-01570717___5_______,Skovbrinken 5,2920,Villa,Fri handel,22-01-2000,4500000.0,2,3,Skovbrinken 5,Charlottenlund,N/A,1.0,Fjernvarme/blokvarme,1962,/adresse/skovbrinken-5-2920-charlottenlund-01570717___5_______,335.0,2920.0,27559000.0,Villa,Fibercement herunder asbest,8.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/skovbrinken-5-2920-charlottenlund-01570717___5_______,Mursten,449.2
skovbrinken-5-2920-charlottenlund-01570717___5_______,Skovbrinken 5,2920,Villa,Fri handel,08-09-1999,4500000.0,3,3,Skovbrinken 5,Charlottenlund,N/A,1.0,Fjernvarme/blokvarme,1962,/adresse/skovbrinken-5-2920-charlottenlund-01570717___5_______,335.0,2920.0,27559000.0,Villa,Fibercement herunder asbest,8.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/skovbrinken-5-2920-charlottenlund-01570717___5_______,Mursten,449.2
grundkaer-27-2650-hvidovre-01672987__27_______,Grundkær 27,2650,Rækkehus,Tvangsauktion,19-07-2010,2100000.0,1,3,Grundkær 27,Hvidovre,N/A,1.0,Elvarme,Ikke oplyst,/adresse/grundkaer-27-2650-hvidovre-01672987__27_______,156.0,2650.0,4629000.0,Rækkehus,Tagpap med lille hældning,4.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/grundkaer-27-2650-hvidovre-01672987__27_______,Mursten,156
grundkaer-27-2650-hvidovre-01672987__27_______,Grundkær 27,2650,Rækkehus,Fri handel,26-03-2004,1735000.0,2,3,Grundkær 27,Hvidovre,N/A,1.0,Elvarme,Ikke oplyst,/adresse/grundkaer-27-2650-hvidovre-01672987__27_______,156.0,2650.0,4629000.0,Rækkehus,Tagpap med lille hældning,4.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/grundkaer-27-2650-hvidovre-01672987__27_______,Mursten,156
grundkaer-27-2650-hvidovre-01672987__27_______,Grundkær 27,2650,Rækkehus,Fri handel,10-09-2002,1660000.0,3,3,Grundkær 27,Hvidovre,N/A,1.0,Elvarme,Ikke oplyst,/adresse/grundkaer-27-2650-hvidovre-01672987__27_______,156.0,2650.0,4629000.0,Rækkehus,Tagpap med lille hældning,4.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/grundkaer-27-2650-hvidovre-01672987__27_______,Mursten,156
hvidovrevej-180-2-207-2650-hvidovre-01674032_180__2_207,"Hvidovrevej 180, 2. 207.",2650,Ejerlejlighed,Tvangsauktion,05-07-2010,370000.0,1,3,"Hvidovrevej 180, 2. 207.",Hvidovre,N/A,3.0,Fjernvarme/blokvarme,2007,/adresse/hvidovrevej-180-2-207-2650-hvidovre-01674032_180__2_207,47.0,2650.0,1865000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hvidovrevej-180-2-207-2650-hvidovre-01674032_180__2_207,Mursten,Ikke oplyst
hvidovrevej-180-2-207-2650-hvidovre-01674032_180__2_207,"Hvidovrevej 180, 2. 207.",2650,Ejerlejlighed,Fri handel,10-06-2007,875348.0,2,3,"Hvidovrevej 180, 2. 207.",Hvidovre,N/A,3.0,Fjernvarme/blokvarme,2007,/adresse/hvidovrevej-180-2-207-2650-hvidovre-01674032_180__2_207,47.0,2650.0,1865000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hvidovrevej-180-2-207-2650-hvidovre-01674032_180__2_207,Mursten,Ikke oplyst
hvidovrevej-180-2-207-2650-hvidovre-01674032_180__2_207,"Hvidovrevej 180, 2. 207.",2650,Ejerlejlighed,Fri handel,30-01-2005,698000.0,3,3,"Hvidovrevej 180, 2. 207.",Hvidovre,N/A,3.0,Fjernvarme/blokvarme,2007,/adresse/hvidovrevej-180-2-207-2650-hvidovre-01674032_180__2_207,47.0,2650.0,1865000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hvidovrevej-180-2-207-2650-hvidovre-01674032_180__2_207,Mursten,Ikke oplyst
dalen-3-2860-soeborg-01590119___3_______,Dalen 3,2860,Villa,Tvangsauktion,16-06-2010,2700000.0,1,2,Dalen 3,Søborg,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/dalen-3-2860-soeborg-01590119___3_______,140.0,2860.0,5303000.0,Villa,Fibercement uden asbest,6.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/dalen-3-2860-soeborg-01590119___3_______,Mursten,141.2
dalen-3-2860-soeborg-01590119___3_______,Dalen 3,2860,Villa,Fri handel,17-01-1997,1595630.0,2,2,Dalen 3,Søborg,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/dalen-3-2860-soeborg-01590119___3_______,140.0,2860.0,5303000.0,Villa,Fibercement uden asbest,6.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/dalen-3-2860-soeborg-01590119___3_______,Mursten,141.2
molndalsparken-25-2620-albertslund-01650328__25_______,Mölndalsparken 25,2620,Ejerlejlighed,Tvangsauktion,16-06-2010,1225000.0,1,2,Mölndalsparken 25,Albertslund,N/A,2.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/molndalsparken-25-2620-albertslund-01650328__25_______,67.0,2620.0,1957000.0,Ejerlejlighed,Betontagsten,3.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/molndalsparken-25-2620-albertslund-01650328__25_______,Mursten,Ikke oplyst
molndalsparken-25-2620-albertslund-01650328__25_______,Mölndalsparken 25,2620,Ejerlejlighed,Fri handel,28-06-1995,550040.0,2,2,Mölndalsparken 25,Albertslund,N/A,2.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/molndalsparken-25-2620-albertslund-01650328__25_______,67.0,2620.0,1957000.0,Ejerlejlighed,Betontagsten,3.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/molndalsparken-25-2620-albertslund-01650328__25_______,Mursten,Ikke oplyst
dalvangsvej-13-0-6-2600-glostrup-01610064__13_st___6,"Dalvangsvej 13, st. 6.",2600,Ejerlejlighed,Tvangsauktion,09-06-2010,540000.0,1,3,"Dalvangsvej 13, st. 6.",Glostrup,N/A,3.0,Fjernvarme/blokvarme,1995,/adresse/dalvangsvej-13-0-6-2600-glostrup-01610064__13_st___6,49.0,2600.0,1479000.0,Ejerlejlighed,Fibercement herunder asbest,1.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/dalvangsvej-13-0-6-2600-glostrup-01610064__13_st___6,Mursten,Ikke oplyst
dalvangsvej-13-0-6-2600-glostrup-01610064__13_st___6,"Dalvangsvej 13, st. 6.",2600,Ejerlejlighed,Fri handel,08-12-2006,1130000.0,2,3,"Dalvangsvej 13, st. 6.",Glostrup,N/A,3.0,Fjernvarme/blokvarme,1995,/adresse/dalvangsvej-13-0-6-2600-glostrup-01610064__13_st___6,49.0,2600.0,1479000.0,Ejerlejlighed,Fibercement herunder asbest,1.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/dalvangsvej-13-0-6-2600-glostrup-01610064__13_st___6,Mursten,Ikke oplyst
dalvangsvej-13-0-6-2600-glostrup-01610064__13_st___6,"Dalvangsvej 13, st. 6.",2600,Ejerlejlighed,Fri handel,24-08-2006,1175000.0,3,3,"Dalvangsvej 13, st. 6.",Glostrup,N/A,3.0,Fjernvarme/blokvarme,1995,/adresse/dalvangsvej-13-0-6-2600-glostrup-01610064__13_st___6,49.0,2600.0,1479000.0,Ejerlejlighed,Fibercement herunder asbest,1.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/dalvangsvej-13-0-6-2600-glostrup-01610064__13_st___6,Mursten,Ikke oplyst
rosmosevej-28-2650-hvidovre-01676929__28_______,Rosmosevej 28,2650,Villa,Tvangsauktion,07-06-2010,3300000.0,1,2,Rosmosevej 28,Hvidovre,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/rosmosevej-28-2650-hvidovre-01676929__28_______,170.0,2650.0,6969000.0,Villa,Betontagsten,5.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/rosmosevej-28-2650-hvidovre-01676929__28_______,Mursten,240.1
rosmosevej-28-2650-hvidovre-01676929__28_______,Rosmosevej 28,2650,Villa,Tvangsauktion,02-12-2004,2495000.0,2,2,Rosmosevej 28,Hvidovre,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/rosmosevej-28-2650-hvidovre-01676929__28_______,170.0,2650.0,6969000.0,Villa,Betontagsten,5.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/rosmosevej-28-2650-hvidovre-01676929__28_______,Mursten,240.1
strongvej-30-2630-taastrup-01697714__30_______,Strongvej 30,2630,Rækkehus,Tvangsauktion,07-06-2010,1420000.0,1,3,Strongvej 30,Taastrup,N/A,2.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/strongvej-30-2630-taastrup-01697714__30_______,104.0,2630.0,2584000.0,Rækkehus,Fibercement herunder asbest,4.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/strongvej-30-2630-taastrup-01697714__30_______,Letbetonsten,104.75
strongvej-30-2630-taastrup-01697714__30_______,Strongvej 30,2630,Rækkehus,Fri handel,25-01-2006,2395000.0,2,3,Strongvej 30,Taastrup,N/A,2.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/strongvej-30-2630-taastrup-01697714__30_______,104.0,2630.0,2584000.0,Rækkehus,Fibercement herunder asbest,4.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/strongvej-30-2630-taastrup-01697714__30_______,Letbetonsten,104.75
strongvej-30-2630-taastrup-01697714__30_______,Strongvej 30,2630,Rækkehus,Fri handel,27-07-2002,1275000.0,3,3,Strongvej 30,Taastrup,N/A,2.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/strongvej-30-2630-taastrup-01697714__30_______,104.0,2630.0,2584000.0,Rækkehus,Fibercement herunder asbest,4.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/strongvej-30-2630-taastrup-01697714__30_______,Letbetonsten,104.75
bjeverskov-alle-2-2-th-2650-hvidovre-01670866___2__2__th,"Bjeverskov Alle 2, 2. th.",2650,Ejerlejlighed,Tvangsauktion,02-06-2010,9300000.0,1,1,"Bjeverskov Alle 2, 2. th.",Hvidovre,N/A,2.0,Fjernvarme/blokvarme,2008,/adresse/bjeverskov-alle-2-2-th-2650-hvidovre-01670866___2__2__th,83.0,2650.0,3034000.0,Ejerlejlighed,Tegl,3.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bjeverskov-alle-2-2-th-2650-hvidovre-01670866___2__2__th,Mursten,Ikke oplyst
schimmelmannsvej-21-2930-klampenborg-01570691__21_______,Schimmelmannsvej 21,2930,Villa,Tvangsauktion,02-06-2010,8500000.0,1,3,Schimmelmannsvej 21,Klampenborg,N/A,1.0,Centralvarme med én fyringsenhed,2006,/adresse/schimmelmannsvej-21-2930-klampenborg-01570691__21_______,240.0,2930.0,13679000.0,Villa,Tegl,6.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/schimmelmannsvej-21-2930-klampenborg-01570691__21_______,Mursten,272.65
schimmelmannsvej-21-2930-klampenborg-01570691__21_______,Schimmelmannsvej 21,2930,Villa,Fri handel,05-10-2005,5500000.0,2,3,Schimmelmannsvej 21,Klampenborg,N/A,1.0,Centralvarme med én fyringsenhed,2006,/adresse/schimmelmannsvej-21-2930-klampenborg-01570691__21_______,240.0,2930.0,13679000.0,Villa,Tegl,6.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/schimmelmannsvej-21-2930-klampenborg-01570691__21_______,Mursten,272.65
schimmelmannsvej-21-2930-klampenborg-01570691__21_______,Schimmelmannsvej 21,2930,Villa,Fri handel,05-10-1995,2212000.0,3,3,Schimmelmannsvej 21,Klampenborg,N/A,1.0,Centralvarme med én fyringsenhed,2006,/adresse/schimmelmannsvej-21-2930-klampenborg-01570691__21_______,240.0,2930.0,13679000.0,Villa,Tegl,6.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/schimmelmannsvej-21-2930-klampenborg-01570691__21_______,Mursten,272.65
bjeverskov-alle-2-0-th-2650-hvidovre-01670866___2_st__th,"Bjeverskov Alle 2, st. th.",2650,Ejerlejlighed,Tvangsauktion,02-06-2010,9300000.0,1,1,"Bjeverskov Alle 2, st. th.",Hvidovre,N/A,2.0,Fjernvarme/blokvarme,2008,/adresse/bjeverskov-alle-2-0-th-2650-hvidovre-01670866___2_st__th,83.0,2650.0,2941000.0,Ejerlejlighed,Tegl,3.0,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bjeverskov-alle-2-0-th-2650-hvidovre-01670866___2_st__th,Mursten,Ikke oplyst
