Property ID,Address,Postal_Code,Property_Type,Sale Type,Sale Date,Price,Sale Index,Total Sales,Address_details,City,Floor,Floor_Count,Heating_Type,Last_Remodel_Year,Link,Living_Area,Postal_Code_details,Price_details,Property_Type_details,Roof_Type,Rooms,Scrape_Date,Source_Site,URL,Wall_Material,Weighted_Area
nyhoejsvej-12-2630-taastrup-01695495__12_______,Nyhøjsvej 12,2630,Villa,Fri handel,11-01-1999,1309000.0,2,2,Nyhøjsvej 12,Taastrup,N/A,1.0,Fjernvarme/blokvarme,1987,/adresse/nyhoejsvej-12-2630-taastrup-01695495__12_______,158.0,2630.0,3278000.0,Villa,Fibercement herunder asbest,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/nyhoejsvej-12-2630-taastrup-01695495__12_______,Mursten,160.6
topperne-5-2-22-2620-albertslund-01650532___5__2__22,"Topperne 5, 2. 22.",2620,Ejerlejlighed,Tvangsauktion,13-01-2020,1058347.0,1,3,"Topperne 5, 2. 22.",Albertslund,N/A,4.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/topperne-5-2-22-2620-albertslund-01650532___5__2__22,49.0,2620.0,1255000.0,Ejerlejlighed,Fibercement herunder asbest,2.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/topperne-5-2-22-2620-albertslund-01650532___5__2__22,Betonelementer,Ikke oplyst
topperne-5-2-22-2620-albertslund-01650532___5__2__22,"Topperne 5, 2. 22.",2620,Ejerlejlighed,Andet,03-11-2007,621430.0,2,3,"Topperne 5, 2. 22.",Albertslund,N/A,4.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/topperne-5-2-22-2620-albertslund-01650532___5__2__22,49.0,2620.0,1255000.0,Ejerlejlighed,Fibercement herunder asbest,2.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/topperne-5-2-22-2620-albertslund-01650532___5__2__22,Betonelementer,Ikke oplyst
topperne-5-2-22-2620-albertslund-01650532___5__2__22,"Topperne 5, 2. 22.",2620,Ejerlejlighed,Fri handel,27-09-2005,820000.0,3,3,"Topperne 5, 2. 22.",Albertslund,N/A,4.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/topperne-5-2-22-2620-albertslund-01650532___5__2__22,49.0,2620.0,1255000.0,Ejerlejlighed,Fibercement herunder asbest,2.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/topperne-5-2-22-2620-albertslund-01650532___5__2__22,Betonelementer,Ikke oplyst
christiansdal-4-2610-roedovre-01750122___4_______,Christiansdal 4,2610,Villa,Tvangsauktion,29-11-2019,2884166.0,1,2,Christiansdal 4,Rødovre,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/christiansdal-4-2610-roedovre-01750122___4_______,140.0,2610.0,6601000.0,Villa,Tegl,6.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/christiansdal-4-2610-roedovre-01750122___4_______,Mursten,175.65
christiansdal-4-2610-roedovre-01750122___4_______,Christiansdal 4,2610,Villa,Fri handel,03-12-2007,3100000.0,2,2,Christiansdal 4,Rødovre,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/christiansdal-4-2610-roedovre-01750122___4_______,140.0,2610.0,6601000.0,Villa,Tegl,6.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/christiansdal-4-2610-roedovre-01750122___4_______,Mursten,175.65
krarupvej-23-2610-roedovre-01750474__23_______,Krarupvej 23,2610,Villa,Tvangsauktion,11-10-2019,4283500.0,1,3,Krarupvej 23,Rødovre,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/krarupvej-23-2610-roedovre-01750474__23_______,183.0,2610.0,6153000.0,Villa,Tegl,8.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/krarupvej-23-2610-roedovre-01750474__23_______,Letbetonsten,193
krarupvej-23-2610-roedovre-01750474__23_______,Krarupvej 23,2610,Villa,Fri handel,16-03-2016,1400000.0,2,3,Krarupvej 23,Rødovre,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/krarupvej-23-2610-roedovre-01750474__23_______,183.0,2610.0,6153000.0,Villa,Tegl,8.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/krarupvej-23-2610-roedovre-01750474__23_______,Letbetonsten,193
krarupvej-23-2610-roedovre-01750474__23_______,Krarupvej 23,2610,Villa,Fri handel,30-07-2007,2300000.0,3,3,Krarupvej 23,Rødovre,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/krarupvej-23-2610-roedovre-01750474__23_______,183.0,2610.0,6153000.0,Villa,Tegl,8.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/krarupvej-23-2610-roedovre-01750474__23_______,Letbetonsten,193
leen-d-2-3-4-2630-taastrup-01694320___2__3___4,"Leen D 2, 3. 4.",2630,Ejerlejlighed,Tvangsauktion,24-09-2019,895000.0,1,3,"Leen D 2, 3. 4.",Taastrup,N/A,4.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/leen-d-2-3-4-2630-taastrup-01694320___2__3___4,35.0,2630.0,897000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/leen-d-2-3-4-2630-taastrup-01694320___2__3___4,Betonelementer,Ikke oplyst
leen-d-2-3-4-2630-taastrup-01694320___2__3___4,"Leen D 2, 3. 4.",2630,Ejerlejlighed,Tvangsauktion,03-11-2016,765000.0,2,3,"Leen D 2, 3. 4.",Taastrup,N/A,4.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/leen-d-2-3-4-2630-taastrup-01694320___2__3___4,35.0,2630.0,897000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/leen-d-2-3-4-2630-taastrup-01694320___2__3___4,Betonelementer,Ikke oplyst
leen-d-2-3-4-2630-taastrup-01694320___2__3___4,"Leen D 2, 3. 4.",2630,Ejerlejlighed,Fri handel,05-07-2010,605000.0,3,3,"Leen D 2, 3. 4.",Taastrup,N/A,4.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/leen-d-2-3-4-2630-taastrup-01694320___2__3___4,35.0,2630.0,897000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/leen-d-2-3-4-2630-taastrup-01694320___2__3___4,Betonelementer,Ikke oplyst
hedegraensen-40-2605-broendby-01530231__40_______,Hedegrænsen 40,2605,Villa,Tvangsauktion,06-03-2019,2724393.0,1,2,Hedegrænsen 40,Brøndby,N/A,1.0,Fjernvarme/blokvarme,1962,/adresse/hedegraensen-40-2605-broendby-01530231__40_______,152.0,2605.0,5238000.0,Villa,Fibercement herunder asbest,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hedegraensen-40-2605-broendby-01530231__40_______,Mursten,208.2
hedegraensen-40-2605-broendby-01530231__40_______,Hedegrænsen 40,2605,Villa,Fri handel,16-07-2007,2450000.0,2,2,Hedegrænsen 40,Brøndby,N/A,1.0,Fjernvarme/blokvarme,1962,/adresse/hedegraensen-40-2605-broendby-01530231__40_______,152.0,2605.0,5238000.0,Villa,Fibercement herunder asbest,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hedegraensen-40-2605-broendby-01530231__40_______,Mursten,208.2
skovbrynet-61-2880-bagsvaerd-01590757__61_______,Skovbrynet 61,2880,Villa,Tvangsauktion,18-02-2019,4423000.0,1,1,Skovbrynet 61,Bagsværd,N/A,1.0,Centralvarme med én fyringsenhed,2001,/adresse/skovbrynet-61-2880-bagsvaerd-01590757__61_______,169.0,2880.0,8636000.0,Villa,Metal,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/skovbrynet-61-2880-bagsvaerd-01590757__61_______,Betonelementer,183
jernbane-alle-15b-2630-taastrup-01693546_15b_______,Jernbane Alle 15B,2630,Villa,Tvangsauktion,21-01-2019,2895000.0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
jernbane-alle-15b-2630-taastrup-01693546_15b_______,Jernbane Alle 15B,2630,Villa,Tvangsauktion,21-01-2019,2895000.0,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
jernbane-alle-15b-2630-taastrup-01693546_15b_______,Jernbane Alle 15B,2630,Villa,Fri handel,09-03-2015,2430000.0,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fuglegaardsvaenget-90-1-th-2820-gentofte-01570262__90__1__th,"Fuglegårdsvænget 90, 1. th.",2820,Ejerlejlighed,Tvangsauktion,19-09-2018,1257500.0,1,3,"Fuglegårdsvænget 90, 1. th.",Gentofte,N/A,2.0,Elvarme,Ikke oplyst,/adresse/fuglegaardsvaenget-90-1-th-2820-gentofte-01570262__90__1__th,51.0,2820.0,1765000.0,Ejerlejlighed,Tegl,2.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/fuglegaardsvaenget-90-1-th-2820-gentofte-01570262__90__1__th,Mursten,Ikke oplyst
fuglegaardsvaenget-90-1-th-2820-gentofte-01570262__90__1__th,"Fuglegårdsvænget 90, 1. th.",2820,Ejerlejlighed,Fri handel,28-07-2005,1191697.0,2,3,"Fuglegårdsvænget 90, 1. th.",Gentofte,N/A,2.0,Elvarme,Ikke oplyst,/adresse/fuglegaardsvaenget-90-1-th-2820-gentofte-01570262__90__1__th,51.0,2820.0,1765000.0,Ejerlejlighed,Tegl,2.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/fuglegaardsvaenget-90-1-th-2820-gentofte-01570262__90__1__th,Mursten,Ikke oplyst
fuglegaardsvaenget-90-1-th-2820-gentofte-01570262__90__1__th,"Fuglegårdsvænget 90, 1. th.",2820,Ejerlejlighed,Fri handel,29-06-1999,575000.0,3,3,"Fuglegårdsvænget 90, 1. th.",Gentofte,N/A,2.0,Elvarme,Ikke oplyst,/adresse/fuglegaardsvaenget-90-1-th-2820-gentofte-01570262__90__1__th,51.0,2820.0,1765000.0,Ejerlejlighed,Tegl,2.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/fuglegaardsvaenget-90-1-th-2820-gentofte-01570262__90__1__th,Mursten,Ikke oplyst
lilliendalsvej-18-2600-glostrup-01610298__18_______,Lilliendalsvej 18,2600,Rækkehus,Tvangsauktion,29-08-2018,2275000.0,1,1,Lilliendalsvej 18,Glostrup,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/lilliendalsvej-18-2600-glostrup-01610298__18_______,171.0,2600.0,4107000.0,Rækkehus,Betontagsten,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/lilliendalsvej-18-2600-glostrup-01610298__18_______,Mursten,168.2
saven-c-4-0-2-2630-taastrup-01696694___4_st___2,"Saven C 4, st. 2.",2630,Ejerlejlighed,Tvangsauktion,31-07-2018,769000.0,1,3,"Saven C 4, st. 2.",Taastrup,N/A,4.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/saven-c-4-0-2-2630-taastrup-01696694___4_st___2,36.0,2630.0,938000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/saven-c-4-0-2-2630-taastrup-01696694___4_st___2,Betonelementer,Ikke oplyst
saven-c-4-0-2-2630-taastrup-01696694___4_st___2,"Saven C 4, st. 2.",2630,Ejerlejlighed,Fri handel,16-04-2007,685000.0,2,3,"Saven C 4, st. 2.",Taastrup,N/A,4.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/saven-c-4-0-2-2630-taastrup-01696694___4_st___2,36.0,2630.0,938000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/saven-c-4-0-2-2630-taastrup-01696694___4_st___2,Betonelementer,Ikke oplyst
saven-c-4-0-2-2630-taastrup-01696694___4_st___2,"Saven C 4, st. 2.",2630,Ejerlejlighed,Fri handel,04-07-2004,641551.0,3,3,"Saven C 4, st. 2.",Taastrup,N/A,4.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/saven-c-4-0-2-2630-taastrup-01696694___4_st___2,36.0,2630.0,938000.0,Ejerlejlighed,Tagpap med lille hældning,1.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/saven-c-4-0-2-2630-taastrup-01696694___4_st___2,Betonelementer,Ikke oplyst
hovedvejen-60a-1-tv-2600-glostrup-01610213_60a__1__tv,"Hovedvejen 60A, 1. tv.",2600,Ejerlejlighed,Tvangsauktion,18-07-2018,1395000.0,1,3,"Hovedvejen 60A, 1. tv.",Glostrup,N/A,2.0,Elvarme,Ikke oplyst,/adresse/hovedvejen-60a-1-tv-2600-glostrup-01610213_60a__1__tv,51.0,2600.0,1628000.0,Ejerlejlighed,Fibercement herunder asbest,2.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hovedvejen-60a-1-tv-2600-glostrup-01610213_60a__1__tv,Mursten,Ikke oplyst
hovedvejen-60a-1-tv-2600-glostrup-01610213_60a__1__tv,"Hovedvejen 60A, 1. tv.",2600,Ejerlejlighed,Fri handel,03-07-2013,850000.0,2,3,"Hovedvejen 60A, 1. tv.",Glostrup,N/A,2.0,Elvarme,Ikke oplyst,/adresse/hovedvejen-60a-1-tv-2600-glostrup-01610213_60a__1__tv,51.0,2600.0,1628000.0,Ejerlejlighed,Fibercement herunder asbest,2.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hovedvejen-60a-1-tv-2600-glostrup-01610213_60a__1__tv,Mursten,Ikke oplyst
hovedvejen-60a-1-tv-2600-glostrup-01610213_60a__1__tv,"Hovedvejen 60A, 1. tv.",2600,Ejerlejlighed,Fri handel,05-09-2000,529524.0,3,3,"Hovedvejen 60A, 1. tv.",Glostrup,N/A,2.0,Elvarme,Ikke oplyst,/adresse/hovedvejen-60a-1-tv-2600-glostrup-01610213_60a__1__tv,51.0,2600.0,1628000.0,Ejerlejlighed,Fibercement herunder asbest,2.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hovedvejen-60a-1-tv-2600-glostrup-01610213_60a__1__tv,Mursten,Ikke oplyst
hoejsgaards-alle-37-2900-hellerup-01570386__37_______,Højsgårds Alle 37,2900,Villa,Tvangsauktion,13-06-2018,4183589.0,1,1,Højsgårds Alle 37,Hellerup,N/A,1.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hoejsgaards-alle-37-2900-hellerup-01570386__37_______,141.0,2900.0,7890000.0,Villa,Tegl,6.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hoejsgaards-alle-37-2900-hellerup-01570386__37_______,Mursten,183.45
agerlunden-34-2660-broendby-strand-01530002__34_______,Agerlunden 34,2660,Villa,Tvangsauktion,29-05-2018,3995000.0,1,2,Agerlunden 34,Brøndby Strand,N/A,1.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/agerlunden-34-2660-broendby-strand-01530002__34_______,168.0,2660.0,5225000.0,Villa,Tegl,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/agerlunden-34-2660-broendby-strand-01530002__34_______,Mursten,168
agerlunden-34-2660-broendby-strand-01530002__34_______,Agerlunden 34,2660,Villa,Fri handel,19-08-2002,595000.0,2,2,Agerlunden 34,Brøndby Strand,N/A,1.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/agerlunden-34-2660-broendby-strand-01530002__34_______,168.0,2660.0,5225000.0,Villa,Tegl,5.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/agerlunden-34-2660-broendby-strand-01530002__34_______,Mursten,168
fagerbo-57-2640-hedehusene-01691597__57_______,Fagerbo 57,2640,Villa,Tvangsauktion,01-05-2018,1780000.0,1,3,Fagerbo 57,Hedehusene,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/fagerbo-57-2640-hedehusene-01691597__57_______,109.0,2640.0,3035000.0,Villa,Fibercement herunder asbest,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/fagerbo-57-2640-hedehusene-01691597__57_______,Mursten,148
fagerbo-57-2640-hedehusene-01691597__57_______,Fagerbo 57,2640,Villa,Fri handel,15-09-2005,900000.0,2,3,Fagerbo 57,Hedehusene,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/fagerbo-57-2640-hedehusene-01691597__57_______,109.0,2640.0,3035000.0,Villa,Fibercement herunder asbest,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/fagerbo-57-2640-hedehusene-01691597__57_______,Mursten,148
fagerbo-57-2640-hedehusene-01691597__57_______,Fagerbo 57,2640,Villa,Fri handel,29-03-2005,1675000.0,3,3,Fagerbo 57,Hedehusene,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/fagerbo-57-2640-hedehusene-01691597__57_______,109.0,2640.0,3035000.0,Villa,Fibercement herunder asbest,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/fagerbo-57-2640-hedehusene-01691597__57_______,Mursten,148
bindesboellsvej-8-2920-charlottenlund-01570058___8_______,Bindesbøllsvej 8,2920,Villa,Tvangsauktion,18-04-2018,13750000.0,1,3,Bindesbøllsvej 8,Charlottenlund,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/bindesboellsvej-8-2920-charlottenlund-01570058___8_______,300.0,2920.0,23505000.0,Villa,Tegl,8.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/bindesboellsvej-8-2920-charlottenlund-01570058___8_______,Mursten,386
bindesboellsvej-8-2920-charlottenlund-01570058___8_______,Bindesbøllsvej 8,2920,Villa,Fri handel,24-05-2007,15700000.0,2,3,Bindesbøllsvej 8,Charlottenlund,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/bindesboellsvej-8-2920-charlottenlund-01570058___8_______,300.0,2920.0,23505000.0,Villa,Tegl,8.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/bindesboellsvej-8-2920-charlottenlund-01570058___8_______,Mursten,386
bindesboellsvej-8-2920-charlottenlund-01570058___8_______,Bindesbøllsvej 8,2920,Villa,Fri handel,20-10-1995,4100000.0,3,3,Bindesbøllsvej 8,Charlottenlund,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/bindesboellsvej-8-2920-charlottenlund-01570058___8_______,300.0,2920.0,23505000.0,Villa,Tegl,8.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/bindesboellsvej-8-2920-charlottenlund-01570058___8_______,Mursten,386
frederiksdalsvej-194-1-2830-virum-01730229_194__1____,"Frederiksdalsvej 194, 1.",2830,Villalejlighed,Tvangsauktion,04-04-2018,2337280.0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
frederiksdalsvej-194-1-2830-virum-01730229_194__1____,"Frederiksdalsvej 194, 1.",2830,Villalejlighed,Fri handel,28-08-2000,6000000.0,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
frederiksdalsvej-194-1-2830-virum-01730229_194__1____,"Frederiksdalsvej 194, 1.",2830,Villalejlighed,Fri handel,15-05-2000,5803100.0,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kallerupvej-35-2640-hedehusene-01693627__35_______,Kallerupvej 35,2640,Villa,Tvangsauktion,13-02-2018,780000.0,1,2,Kallerupvej 35,Hedehusene,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/kallerupvej-35-2640-hedehusene-01693627__35_______,80.0,2640.0,2013000.0,Villa,Fibercement herunder asbest,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/kallerupvej-35-2640-hedehusene-01693627__35_______,Letbetonsten,95.75
kallerupvej-35-2640-hedehusene-01693627__35_______,Kallerupvej 35,2640,Villa,Fri handel,29-06-2005,1475000.0,2,2,Kallerupvej 35,Hedehusene,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/kallerupvej-35-2640-hedehusene-01693627__35_______,80.0,2640.0,2013000.0,Villa,Fibercement herunder asbest,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/kallerupvej-35-2640-hedehusene-01693627__35_______,Letbetonsten,95.75
viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,Viggo Rothes Vej 13,2920,Villa,Tvangsauktion,09-01-2018,20300000.0,1,3,Viggo Rothes Vej 13,Charlottenlund,N/A,2.0,Fjernvarme/blokvarme,1998,/adresse/viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,274.0,2920.0,21874000.0,Villa,Fibercement herunder asbest,7.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,Mursten,340.9
viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,Viggo Rothes Vej 13,2920,Villa,Fri handel,08-02-2016,23000.0,2,3,Viggo Rothes Vej 13,Charlottenlund,N/A,2.0,Fjernvarme/blokvarme,1998,/adresse/viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,274.0,2920.0,21874000.0,Villa,Fibercement herunder asbest,7.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,Mursten,340.9
viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,Viggo Rothes Vej 13,2920,Villa,Fri handel,08-02-2016,23000.0,3,3,Viggo Rothes Vej 13,Charlottenlund,N/A,2.0,Fjernvarme/blokvarme,1998,/adresse/viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,274.0,2920.0,21874000.0,Villa,Fibercement herunder asbest,7.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,Mursten,340.9
robinievej-60-2620-albertslund-01650387__60_______,Robinievej 60,2620,Rækkehus,Tvangsauktion,09-01-2018,2695000.0,1,2,Robinievej 60,Albertslund,N/A,2.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/robinievej-60-2620-albertslund-01650387__60_______,110.0,2620.0,3209000.0,Rækkehus,Tagpap med stor hældning,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/robinievej-60-2620-albertslund-01650387__60_______,Mursten,111.25
robinievej-60-2620-albertslund-01650387__60_______,Robinievej 60,2620,Rækkehus,Fri handel,21-02-2007,2595000.0,2,2,Robinievej 60,Albertslund,N/A,2.0,Fjernvarme/blokvarme,Ikke oplyst,/adresse/robinievej-60-2620-albertslund-01650387__60_______,110.0,2620.0,3209000.0,Rækkehus,Tagpap med stor hældning,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/robinievej-60-2620-albertslund-01650387__60_______,Mursten,111.25
gammelgaards-alle-27-2-26-2665-vallensbaek-strand-01871704__27__2__26,"Gammelgårds Alle 27, 2. 26.",2665,Ejerlejlighed,Tvangsauktion,06-12-2017,1551000.0,1,3,"Gammelgårds Alle 27, 2. 26.",Vallensbæk Strand,N/A,6.0,Fjernvarme/blokvarme,2019,/adresse/gammelgaards-alle-27-2-26-2665-vallensbaek-strand-01871704__27__2__26,88.0,2665.0,2237000.0,Ejerlejlighed,Tagpap med lille hældning,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/gammelgaards-alle-27-2-26-2665-vallensbaek-strand-01871704__27__2__26,Betonelementer,Ikke oplyst
gammelgaards-alle-27-2-26-2665-vallensbaek-strand-01871704__27__2__26,"Gammelgårds Alle 27, 2. 26.",2665,Ejerlejlighed,Fri handel,24-01-2006,1650000.0,2,3,"Gammelgårds Alle 27, 2. 26.",Vallensbæk Strand,N/A,6.0,Fjernvarme/blokvarme,2019,/adresse/gammelgaards-alle-27-2-26-2665-vallensbaek-strand-01871704__27__2__26,88.0,2665.0,2237000.0,Ejerlejlighed,Tagpap med lille hældning,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/gammelgaards-alle-27-2-26-2665-vallensbaek-strand-01871704__27__2__26,Betonelementer,Ikke oplyst
gammelgaards-alle-27-2-26-2665-vallensbaek-strand-01871704__27__2__26,"Gammelgårds Alle 27, 2. 26.",2665,Ejerlejlighed,Fri handel,18-02-1997,422800.0,3,3,"Gammelgårds Alle 27, 2. 26.",Vallensbæk Strand,N/A,6.0,Fjernvarme/blokvarme,2019,/adresse/gammelgaards-alle-27-2-26-2665-vallensbaek-strand-01871704__27__2__26,88.0,2665.0,2237000.0,Ejerlejlighed,Tagpap med lille hældning,3.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/gammelgaards-alle-27-2-26-2665-vallensbaek-strand-01871704__27__2__26,Betonelementer,Ikke oplyst
birkevang-40-2640-hedehusene-01690430__40_______,Birkevang 40,2640,Villa,Tvangsauktion,05-12-2017,1857000.0,1,3,Birkevang 40,Hedehusene,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/birkevang-40-2640-hedehusene-01690430__40_______,98.0,2640.0,2992000.0,Villa,Fibercement herunder asbest,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/birkevang-40-2640-hedehusene-01690430__40_______,Mursten,110
birkevang-40-2640-hedehusene-01690430__40_______,Birkevang 40,2640,Villa,Fri handel,01-07-2007,2500000.0,2,3,Birkevang 40,Hedehusene,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/birkevang-40-2640-hedehusene-01690430__40_______,98.0,2640.0,2992000.0,Villa,Fibercement herunder asbest,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/birkevang-40-2640-hedehusene-01690430__40_______,Mursten,110
birkevang-40-2640-hedehusene-01690430__40_______,Birkevang 40,2640,Villa,Fri handel,05-01-2004,1285000.0,3,3,Birkevang 40,Hedehusene,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/birkevang-40-2640-hedehusene-01690430__40_______,98.0,2640.0,2992000.0,Villa,Fibercement herunder asbest,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/birkevang-40-2640-hedehusene-01690430__40_______,Mursten,110
batterivej-1-2860-soeborg-01590055___1_______,Batterivej 1,2860,Villa,Tvangsauktion,10-10-2017,3050000.0,1,3,Batterivej 1,Søborg,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/batterivej-1-2860-soeborg-01590055___1_______,100.0,2860.0,3934000.0,Villa,Tegl,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/batterivej-1-2860-soeborg-01590055___1_______,Mursten,134.15
batterivej-1-2860-soeborg-01590055___1_______,Batterivej 1,2860,Villa,Fri handel,29-03-2003,1524600.0,2,3,Batterivej 1,Søborg,N/A,1.0,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/batterivej-1-2860-soeborg-01590055___1_______,100.0,2860.0,3934000.0,Villa,Tegl,4.0,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/batterivej-1-2860-soeborg-01590055___1_______,Mursten,134.15
